year,grade,math,retained,female,black,hispanic,size,lowinc,mobility,school,child
0.5,2,-1.778,N,F,Y,N,1222,90.8,46.9,AC,G6
1.5,3,-1.002,N,F,Y,N,1222,90.8,46.9,AC,G6
2.5,4,0.097,N,F,Y,N,1222,90.8,46.9,AC,G6
-0.5,1,0.777,N,F,N,Y,1222,90.8,46.9,AC,G7
0.5,2,0.003,N,F,N,Y,1222,90.8,46.9,AC,G7
1.5,3,1.001,N,F,N,Y,1222,90.8,46.9,AC,G7
-0.5,1,-0.574,N,M,Y,N,1222,90.8,46.9,AC,G8
0.5,2,-0.725,N,M,Y,N,1222,90.8,46.9,AC,G8
1.5,3,0.128,N,M,Y,N,1222,90.8,46.9,AC,G8
2.5,4,2.035,N,M,Y,N,1222,90.8,46.9,AC,G8
-1.5,0,-1.464,N,M,N,Y,1222,90.8,46.9,AC,G9
-0.5,1,-0.194,N,M,N,Y,1222,90.8,46.9,AC,G9
0.5,2,1.678,N,M,N,Y,1222,90.8,46.9,AC,G9
1.5,3,0.936,N,M,N,Y,1222,90.8,46.9,AC,G9
2.5,4,2.682,N,M,N,Y,1222,90.8,46.9,AC,G9
-1.5,0,-3.232,N,M,N,Y,1222,90.8,46.9,AC,GA
-0.5,1,-0.619,N,M,N,Y,1222,90.8,46.9,AC,GA
0.5,2,-1.34,N,M,N,Y,1222,90.8,46.9,AC,GA
1.5,3,0.182,N,M,N,Y,1222,90.8,46.9,AC,GA
-1.5,0,-3.395,N,M,Y,N,1222,90.8,46.9,AC,GB
-0.5,1,-0.497,N,M,Y,N,1222,90.8,46.9,AC,GB
0.5,2,-1.236,N,M,Y,N,1222,90.8,46.9,AC,GB
1.5,3,-0.834,N,M,Y,N,1222,90.8,46.9,AC,GB
2.5,4,-0.338,N,M,Y,N,1222,90.8,46.9,AC,GB
0.5,1,-1.525,N,M,N,Y,1222,90.8,46.9,AC,GC
1.5,2,-2.335,N,M,N,Y,1222,90.8,46.9,AC,GC
2.5,3,-1.552,N,M,N,Y,1222,90.8,46.9,AC,GC
-1.5,0,-2.377,N,F,Y,N,1222,90.8,46.9,AC,GD
-0.5,1,0.241,N,F,Y,N,1222,90.8,46.9,AC,GD
0.5,2,1.678,N,F,Y,N,1222,90.8,46.9,AC,GD
1.5,3,0.403,N,F,Y,N,1222,90.8,46.9,AC,GD
2.5,4,1.047,N,F,Y,N,1222,90.8,46.9,AC,GD
-1.5,0,-2.377,N,F,Y,N,1222,90.8,46.9,AC,GE
-0.5,1,-1.464,N,F,Y,N,1222,90.8,46.9,AC,GE
0.5,1,-0.264,Y,F,Y,N,1222,90.8,46.9,AC,GE
-1.5,0,-2.558,N,M,N,Y,1222,90.8,46.9,AC,GF
-0.5,1,-1.384,N,M,N,Y,1222,90.8,46.9,AC,GF
0.5,2,-1.665,N,M,N,Y,1222,90.8,46.9,AC,GF
1.5,3,-1.002,N,M,N,Y,1222,90.8,46.9,AC,GF
2.5,4,0.301,N,M,N,Y,1222,90.8,46.9,AC,GF
-1.5,0,-3.068,N,F,Y,N,1222,90.8,46.9,AC,GG
-0.5,1,-2.33,N,F,Y,N,1222,90.8,46.9,AC,GG
0.5,2,-2.27,N,F,Y,N,1222,90.8,46.9,AC,GG
1.5,3,-0.616,N,F,Y,N,1222,90.8,46.9,AC,GG
2.5,4,0.352,N,F,Y,N,1222,90.8,46.9,AC,GG
-1.5,0,-2.718,N,M,Y,N,1222,90.8,46.9,AC,GH
-0.5,1,-0.988,N,M,Y,N,1222,90.8,46.9,AC,GH
0.5,2,-1.236,N,M,Y,N,1222,90.8,46.9,AC,GH
-1.5,0,-2.377,N,M,N,Y,1222,90.8,46.9,AC,GI
-0.5,1,-1.314,N,M,N,Y,1222,90.8,46.9,AC,GI
0.5,2,-0.211,N,M,N,Y,1222,90.8,46.9,AC,GI
0.5,2,-1.236,N,M,N,Y,1222,90.8,46.9,AC,GJ
1.5,3,-1.117,N,M,N,Y,1222,90.8,46.9,AC,GJ
2.5,4,0.65,N,M,N,Y,1222,90.8,46.9,AC,GJ
-1.5,0,-3.232,N,M,N,Y,1222,90.8,46.9,AC,GK
-0.5,1,-0.574,N,M,N,Y,1222,90.8,46.9,AC,GK
0.5,2,-0.211,N,M,N,Y,1222,90.8,46.9,AC,GK
1.5,3,0.237,N,M,N,Y,1222,90.8,46.9,AC,GK
2.5,4,0.699,N,M,N,Y,1222,90.8,46.9,AC,GK
-1.5,0,-3.068,N,M,Y,N,1222,90.8,46.9,AC,GL
-0.5,1,-0.716,N,M,Y,N,1222,90.8,46.9,AC,GL
0.5,2,-1.236,N,M,Y,N,1222,90.8,46.9,AC,GL
1.5,3,-0.779,N,M,Y,N,1222,90.8,46.9,AC,GL
2.5,4,-0.455,N,M,Y,N,1222,90.8,46.9,AC,GL
-1.5,0,-2.188,N,F,Y,N,1222,90.8,46.9,AC,GM
-0.5,1,-0.028,N,F,Y,N,1222,90.8,46.9,AC,GM
0.5,2,0.716,N,F,Y,N,1222,90.8,46.9,AC,GM
1.5,3,1.748,N,F,Y,N,1222,90.8,46.9,AC,GM
2.5,4,2.445,N,F,Y,N,1222,90.8,46.9,AC,GM
-1.5,0,-4.591,N,M,Y,N,1222,90.8,46.9,AC,GN
-0.5,1,-1.13,N,M,Y,N,1222,90.8,46.9,AC,GN
0.5,2,-1.34,N,M,Y,N,1222,90.8,46.9,AC,GN
1.5,3,-1.235,N,M,Y,N,1222,90.8,46.9,AC,GN
2.5,4,0.65,N,M,Y,N,1222,90.8,46.9,AC,GN
-0.5,1,-2.288,N,M,N,Y,1222,90.8,46.9,AC,GO
0.5,2,-2.551,N,M,N,Y,1222,90.8,46.9,AC,GO
1.5,3,-1.296,N,M,N,Y,1222,90.8,46.9,AC,GO
-0.5,1,-0.351,N,M,Y,N,1222,90.8,46.9,AC,GP
0.5,2,0.343,N,M,Y,N,1222,90.8,46.9,AC,GP
1.5,3,0.573,N,M,Y,N,1222,90.8,46.9,AC,GP
2.5,4,2.099,N,M,Y,N,1222,90.8,46.9,AC,GP
-0.5,1,-1.616,N,F,Y,N,1222,90.8,46.9,AC,GQ
0.5,2,-2.14,N,F,Y,N,1222,90.8,46.9,AC,GQ
1.5,3,-1.059,N,F,Y,N,1222,90.8,46.9,AC,GQ
2.5,4,0.044,N,F,Y,N,1222,90.8,46.9,AC,GQ
-1.5,0,-1.987,N,F,Y,N,364,34.8,30.2,AD,GR
-0.5,1,-0.427,N,F,Y,N,364,34.8,30.2,AD,GR
0.5,2,0.343,N,F,Y,N,364,34.8,30.2,AD,GR
1.5,3,1.273,N,F,Y,N,364,34.8,30.2,AD,GR
2.5,4,1.568,N,F,Y,N,364,34.8,30.2,AD,GR
-1.5,0,-1.772,N,M,Y,N,364,34.8,30.2,AD,GS
-0.5,1,-1.25,N,M,Y,N,364,34.8,30.2,AD,GS
0.5,2,0.463,N,M,Y,N,364,34.8,30.2,AD,GS
-1.5,0,-1.038,N,M,N,N,364,34.8,30.2,AD,GT
-0.5,1,1.36,N,M,N,N,364,34.8,30.2,AD,GT
0.5,2,2.43,N,M,N,N,364,34.8,30.2,AD,GT
1.5,3,3.458,N,M,N,N,364,34.8,30.2,AD,GT
2.5,4,3.873,N,M,N,N,364,34.8,30.2,AD,GT
-1.5,0,-0.84,N,M,Y,N,364,34.8,30.2,AD,GU
-0.5,1,0.241,N,M,Y,N,364,34.8,30.2,AD,GU
0.5,2,1.485,N,M,Y,N,364,34.8,30.2,AD,GU
1.5,3,3.458,N,M,Y,N,364,34.8,30.2,AD,GU
-2.5,0,-3.887,N,F,Y,N,364,34.8,30.2,AD,GV
-1.5,0,-2.162,Y,F,Y,N,364,34.8,30.2,AD,GV
-0.5,1,-2.136,N,F,Y,N,364,34.8,30.2,AD,GV
0.5,2,-1.894,N,F,Y,N,364,34.8,30.2,AD,GV
-1.5,0,-1.384,N,F,N,N,364,34.8,30.2,AD,GW
-0.5,1,0.148,N,F,N,N,364,34.8,30.2,AD,GW
0.5,2,1.309,N,F,N,N,364,34.8,30.2,AD,GW
1.5,3,2.376,N,F,N,N,364,34.8,30.2,AD,GW
2.5,4,1.852,N,F,N,N,364,34.8,30.2,AD,GW
-1.5,0,-0.942,N,M,N,N,364,34.8,30.2,AD,GX
-0.5,1,0.905,N,M,N,N,364,34.8,30.2,AD,GX
0.5,2,2.79,N,M,N,N,364,34.8,30.2,AD,GX
1.5,3,2.508,N,M,N,N,364,34.8,30.2,AD,GX
2.5,4,3.544,N,M,N,N,364,34.8,30.2,AD,GX
-1.5,0,-1.541,N,M,N,N,364,34.8,30.2,AD,GY
-0.5,1,-0.501,N,M,N,N,364,34.8,30.2,AD,GY
0.5,2,0.003,N,M,N,N,364,34.8,30.2,AD,GY
1.5,3,1.001,N,M,N,N,364,34.8,30.2,AD,GY
2.5,4,1.407,N,M,N,N,364,34.8,30.2,AD,GY
-1.5,0,-2.377,N,F,Y,N,364,34.8,30.2,AD,GZ
-0.5,1,-1.441,N,F,Y,N,364,34.8,30.2,AD,GZ
0.5,2,-0.105,N,F,Y,N,364,34.8,30.2,AD,GZ
1.5,3,1.001,N,F,Y,N,364,34.8,30.2,AD,GZ
2.5,4,1.852,N,F,Y,N,364,34.8,30.2,AD,GZ
-1.5,0,-1.689,N,F,N,N,364,34.8,30.2,AD,Ga
-0.5,1,-0.921,N,F,N,N,364,34.8,30.2,AD,Ga
0.5,2,-0.725,N,F,N,N,364,34.8,30.2,AD,Ga
1.5,3,0.691,N,F,N,N,364,34.8,30.2,AD,Ga
2.5,4,1.098,N,F,N,N,364,34.8,30.2,AD,Ga
-1.5,0,-1.13,N,M,Y,N,364,34.8,30.2,AD,Gb
-0.5,1,-0.574,N,M,Y,N,364,34.8,30.2,AD,Gb
0.5,2,1.678,N,M,Y,N,364,34.8,30.2,AD,Gb
-1.5,0,-2.377,N,F,N,Y,439,32.8,27.5,AE,Gc
-0.5,1,-0.988,N,F,N,Y,439,32.8,27.5,AE,Gc
0.5,2,-0.105,N,F,N,Y,439,32.8,27.5,AE,Gc
1.5,3,-0.032,N,F,N,Y,439,32.8,27.5,AE,Gc
2.5,4,1.623,N,F,N,Y,439,32.8,27.5,AE,Gc
-1.5,0,-1.538,N,F,N,N,439,32.8,27.5,AE,Gd
-0.5,1,-0.988,N,F,N,N,439,32.8,27.5,AE,Gd
0.5,2,-0.826,N,F,N,N,439,32.8,27.5,AE,Gd
1.5,3,0.292,N,F,N,N,439,32.8,27.5,AE,Gd
2.5,4,1.623,N,F,N,N,439,32.8,27.5,AE,Gd
-1.5,0,-2.732,N,M,N,Y,439,32.8,27.5,AE,Ge
-0.5,1,-0.645,N,M,N,Y,439,32.8,27.5,AE,Ge
0.5,2,0.114,N,M,N,Y,439,32.8,27.5,AE,Ge
1.5,3,0.632,N,M,N,Y,439,32.8,27.5,AE,Ge
-1.5,0,-2.732,N,M,N,Y,439,32.8,27.5,AE,Gf
-0.5,1,-1.378,N,M,N,Y,439,32.8,27.5,AE,Gf
0.5,2,0.463,N,M,N,Y,439,32.8,27.5,AE,Gf
-1.5,0,-1.987,N,M,N,Y,439,32.8,27.5,AE,Gg
-0.5,1,-1.218,N,M,N,Y,439,32.8,27.5,AE,Gg
0.5,2,-0.725,N,M,N,Y,439,32.8,27.5,AE,Gg
1.5,3,-0.032,N,M,N,Y,439,32.8,27.5,AE,Gg
2.5,4,1.047,N,M,N,Y,439,32.8,27.5,AE,Gg
-1.5,0,-1.772,N,M,N,Y,439,32.8,27.5,AE,Gh
-0.5,1,-0.785,N,M,N,Y,439,32.8,27.5,AE,Gh
0.5,2,0.003,N,M,N,Y,439,32.8,27.5,AE,Gh
1.5,3,0.403,N,M,N,Y,439,32.8,27.5,AE,Gh
2.5,4,1.407,N,M,N,Y,439,32.8,27.5,AE,Gh
-1.5,0,-2.188,N,F,N,N,439,32.8,27.5,AE,Gi
-0.5,1,-1.464,N,F,N,N,439,32.8,27.5,AE,Gi
0.5,2,-1.555,N,F,N,N,439,32.8,27.5,AE,Gi
1.5,3,-1.296,N,F,N,N,439,32.8,27.5,AE,Gi
2.5,4,-0.702,N,F,N,N,439,32.8,27.5,AE,Gi
-1.5,0,-1.772,N,F,N,Y,439,32.8,27.5,AE,Gj
-0.5,1,-0.501,N,F,N,Y,439,32.8,27.5,AE,Gj
0.5,2,-0.211,N,F,N,Y,439,32.8,27.5,AE,Gj
1.5,3,0.516,N,F,N,Y,439,32.8,27.5,AE,Gj
2.5,4,1.679,N,F,N,Y,439,32.8,27.5,AE,Gj
-1.5,0,-1.276,N,M,N,N,439,32.8,27.5,AE,Gk
-0.5,1,-1.441,N,M,N,N,439,32.8,27.5,AE,Gk
0.5,2,-0.211,N,M,N,N,439,32.8,27.5,AE,Gk
1.5,3,0.516,N,M,N,N,439,32.8,27.5,AE,Gk
2.5,4,0.251,N,M,N,N,439,32.8,27.5,AE,Gk
0.5,2,-0.725,N,M,N,N,439,32.8,27.5,AE,Gl
1.5,3,-0.139,N,M,N,N,439,32.8,27.5,AE,Gl
2.5,4,1.098,N,M,N,N,439,32.8,27.5,AE,Gl
-0.5,1,-0.194,N,M,N,N,678,0.0,8.8,AF,Gm
0.5,2,2.14,N,M,N,N,678,0.0,8.8,AF,Gm
1.5,3,1.421,N,M,N,N,678,0.0,8.8,AF,Gm
-1.5,0,-0.619,N,F,Y,N,678,0.0,8.8,AF,Gn
-0.5,1,-0.351,N,F,Y,N,678,0.0,8.8,AF,Gn
0.5,2,1.894,N,F,Y,N,678,0.0,8.8,AF,Gn
1.5,3,2.254,N,F,Y,N,678,0.0,8.8,AF,Gn
2.5,4,3.055,N,F,Y,N,678,0.0,8.8,AF,Gn
-0.5,1,-0.351,N,F,N,N,678,0.0,8.8,AF,Go
0.5,2,0.852,N,F,N,N,678,0.0,8.8,AF,Go
1.5,3,2.034,N,F,N,N,678,0.0,8.8,AF,Go
2.5,4,3.055,N,F,N,N,678,0.0,8.8,AF,Go
-2.5,0,-3.728,N,M,N,N,678,0.0,8.8,AF,Gp
-1.5,0,-2.288,Y,M,N,N,678,0.0,8.8,AF,Gp
-0.5,1,-1.882,N,M,N,N,678,0.0,8.8,AF,Gp
-2.5,0,-2.288,N,F,N,N,678,0.0,8.8,AF,Gq
-1.5,0,-2.162,Y,F,N,N,678,0.0,8.8,AF,Gq
-0.5,1,-1.631,N,F,N,N,678,0.0,8.8,AF,Gq
0.5,2,-1.555,N,F,N,N,678,0.0,8.8,AF,Gq
1.5,3,-0.725,N,F,N,N,678,0.0,8.8,AF,Gq
2.5,4,0.097,N,F,N,N,678,0.0,8.8,AF,Gq
-1.5,0,-1.218,N,M,N,N,678,0.0,8.8,AF,Gr
-0.5,1,-0.351,N,M,N,N,678,0.0,8.8,AF,Gr
0.5,2,0.463,N,M,N,N,678,0.0,8.8,AF,Gr
1.5,3,1.934,N,M,N,N,678,0.0,8.8,AF,Gr
2.5,4,2.682,N,M,N,N,678,0.0,8.8,AF,Gr
-1.5,0,-2.032,N,F,N,N,678,0.0,8.8,AF,Gs
-0.5,1,-0.574,N,F,N,N,678,0.0,8.8,AF,Gs
0.5,2,-0.105,N,F,N,N,678,0.0,8.8,AF,Gs
-1.5,0,-2.225,N,F,N,N,678,0.0,8.8,AF,Gt
-0.5,1,-1.819,N,F,N,N,678,0.0,8.8,AF,Gt
0.5,2,-0.211,N,F,N,N,678,0.0,8.8,AF,Gt
1.5,3,-0.509,N,F,N,N,678,0.0,8.8,AF,Gt
2.5,4,0.749,N,F,N,N,678,0.0,8.8,AF,Gt
-1.5,0,-2.351,N,F,N,N,678,0.0,8.8,AF,Gu
-0.5,1,-1.819,N,F,N,N,678,0.0,8.8,AF,Gu
0.5,2,-0.211,N,F,N,N,678,0.0,8.8,AF,Gu
1.5,3,1.346,N,F,N,N,678,0.0,8.8,AF,Gu
-1.5,0,-0.365,N,F,Y,N,678,0.0,8.8,AF,Gv
-0.5,1,0.148,N,F,Y,N,678,0.0,8.8,AF,Gv
0.5,2,1.678,N,F,Y,N,678,0.0,8.8,AF,Gv
1.5,3,3.458,N,F,Y,N,678,0.0,8.8,AF,Gv
2.5,4,3.699,N,F,Y,N,678,0.0,8.8,AF,Gv
-1.5,0,0.329,N,F,Y,N,678,0.0,8.8,AF,Gw
-0.5,1,1.043,N,F,Y,N,678,0.0,8.8,AF,Gw
0.5,2,0.587,N,F,Y,N,678,0.0,8.8,AF,Gw
1.5,3,2.254,N,F,Y,N,678,0.0,8.8,AF,Gw
2.5,4,2.954,N,F,Y,N,678,0.0,8.8,AF,Gw
-1.5,0,-0.497,N,F,N,N,678,0.0,8.8,AF,Gx
-0.5,1,-0.501,N,F,N,N,678,0.0,8.8,AF,Gx
0.5,2,0.995,N,F,N,N,678,0.0,8.8,AF,Gx
1.5,3,1.346,N,F,N,N,678,0.0,8.8,AF,Gx
2.5,4,2.231,N,F,N,N,678,0.0,8.8,AF,Gx
-1.5,0,-1.76,N,F,N,N,678,0.0,8.8,AF,Gy
-0.5,1,-1.12,N,F,N,N,678,0.0,8.8,AF,Gy
0.5,2,-1.555,N,F,N,N,678,0.0,8.8,AF,Gy
1.5,3,0.573,N,F,N,N,678,0.0,8.8,AF,Gy
2.5,4,1.973,N,F,N,N,678,0.0,8.8,AF,Gy
-2.5,0,-1.966,N,M,N,N,678,0.0,8.8,AF,Gz
-1.5,0,-1.303,Y,M,N,N,678,0.0,8.8,AF,Gz
-0.5,1,-0.273,N,M,N,N,678,0.0,8.8,AF,Gz
-1.5,0,-0.942,N,F,N,N,678,0.0,8.8,AF,H0
-0.5,1,0.439,N,F,N,N,678,0.0,8.8,AF,H0
0.5,2,1.485,N,F,N,N,678,0.0,8.8,AF,H0
1.5,3,2.034,N,F,N,N,678,0.0,8.8,AF,H0
2.5,4,2.954,N,F,N,N,678,0.0,8.8,AF,H0
-1.5,0,0.12,N,F,N,N,678,0.0,8.8,AF,H1
-0.5,1,0.905,N,F,N,N,678,0.0,8.8,AF,H1
0.5,2,1.894,N,F,N,N,678,0.0,8.8,AF,H1
1.5,3,1.421,N,F,N,N,678,0.0,8.8,AF,H1
2.5,4,2.859,N,F,N,N,678,0.0,8.8,AF,H1
-1.5,0,-0.619,N,M,N,N,678,0.0,8.8,AF,H2
-0.5,1,1.764,N,M,N,N,678,0.0,8.8,AF,H2
0.5,2,1.309,N,M,N,N,678,0.0,8.8,AF,H2
1.5,3,2.996,N,M,N,N,678,0.0,8.8,AF,H2
2.5,4,3.544,N,M,N,N,678,0.0,8.8,AF,H2
-1.5,0,-1.038,N,F,N,N,678,0.0,8.8,AF,H3
-0.5,1,-0.028,N,F,N,N,678,0.0,8.8,AF,H3
0.5,2,1.894,N,F,N,N,678,0.0,8.8,AF,H3
1.5,3,2.254,N,F,N,N,678,0.0,8.8,AF,H3
2.5,4,3.055,N,F,N,N,678,0.0,8.8,AF,H3
-1.5,0,-1.898,N,M,Y,N,678,0.0,8.8,AF,H4
-0.5,1,-0.854,N,M,Y,N,678,0.0,8.8,AF,H4
0.5,2,0.463,N,M,Y,N,678,0.0,8.8,AF,H4
1.5,3,0.811,N,M,Y,N,678,0.0,8.8,AF,H4
2.5,4,1.679,N,M,Y,N,678,0.0,8.8,AF,H4
-1.5,0,0.579,N,M,N,N,678,0.0,8.8,AF,H5
-0.5,1,-0.028,N,M,N,N,678,0.0,8.8,AF,H5
0.5,2,1.309,N,M,N,N,678,0.0,8.8,AF,H5
-1.5,0,-1.303,N,F,N,N,678,0.0,8.8,AF,H6
-0.5,1,-0.645,N,F,N,N,678,0.0,8.8,AF,H6
0.5,2,0.463,N,F,N,N,678,0.0,8.8,AF,H6
1.5,3,1.498,N,F,N,N,678,0.0,8.8,AF,H6
2.5,4,2.445,N,F,N,N,678,0.0,8.8,AF,H6
-2.5,0,-3.331,N,M,Y,N,678,0.0,8.8,AF,H7
-1.5,0,-2.032,Y,M,Y,N,678,0.0,8.8,AF,H7
-0.5,1,-1.25,N,M,Y,N,678,0.0,8.8,AF,H7
-1.5,0,-1.303,N,F,N,N,678,0.0,8.8,AF,H8
-0.5,0,-0.84,Y,F,N,N,678,0.0,8.8,AF,H8
0.5,1,-0.827,N,F,N,N,678,0.0,8.8,AF,H8
1.5,2,-0.517,N,F,N,N,678,0.0,8.8,AF,H8
2.5,3,-0.427,N,F,N,N,678,0.0,8.8,AF,H8
-1.5,0,-1.898,N,F,Y,N,678,0.0,8.8,AF,H9
-0.5,1,-1.185,N,F,Y,N,678,0.0,8.8,AF,H9
0.5,2,0.463,N,F,Y,N,678,0.0,8.8,AF,H9
1.5,3,1.346,N,F,Y,N,678,0.0,8.8,AF,H9
-1.5,0,-2.162,N,F,Y,N,678,0.0,8.8,AF,HA
-0.5,1,-0.645,N,F,Y,N,678,0.0,8.8,AF,HA
0.5,2,0.463,N,F,Y,N,678,0.0,8.8,AF,HA
1.5,3,0.459,N,F,Y,N,678,0.0,8.8,AF,HA
2.5,4,1.852,N,F,Y,N,678,0.0,8.8,AF,HA
-1.5,0,-1.541,N,F,Y,N,678,0.0,8.8,AF,HB
-0.5,1,-1.631,N,F,Y,N,678,0.0,8.8,AF,HB
0.5,2,-0.316,N,F,Y,N,678,0.0,8.8,AF,HB
1.5,3,-0.244,N,F,Y,N,678,0.0,8.8,AF,HB
2.5,4,1.354,N,F,Y,N,678,0.0,8.8,AF,HB
-1.5,0,-0.365,N,F,Y,N,678,0.0,8.8,AF,HC
-0.5,1,0.338,N,F,Y,N,678,0.0,8.8,AF,HC
0.5,2,1.309,N,F,Y,N,678,0.0,8.8,AF,HC
1.5,3,1.748,N,F,Y,N,678,0.0,8.8,AF,HC
2.5,4,2.954,N,F,Y,N,678,0.0,8.8,AF,HC
-1.5,0,-1.218,N,F,N,N,678,0.0,8.8,AF,HD
-0.5,1,0.338,N,F,N,N,678,0.0,8.8,AF,HD
0.5,2,0.463,N,F,N,N,678,0.0,8.8,AF,HD
1.5,3,2.376,N,F,N,N,678,0.0,8.8,AF,HD
2.5,4,4.319,N,F,N,N,678,0.0,8.8,AF,HD
-1.5,0,-0.365,N,F,N,N,678,0.0,8.8,AF,HE
-0.5,1,-0.028,N,F,N,N,678,0.0,8.8,AF,HE
0.5,2,0.587,N,F,N,N,678,0.0,8.8,AF,HE
1.5,3,0.811,N,F,N,N,678,0.0,8.8,AF,HE
-1.5,0,-1.218,N,F,N,N,678,0.0,8.8,AF,HF
-0.5,1,-0.273,N,F,N,N,678,0.0,8.8,AF,HF
0.5,2,-0.316,N,F,N,N,678,0.0,8.8,AF,HF
1.5,3,1.273,N,F,N,N,678,0.0,8.8,AF,HF
2.5,4,2.682,N,F,N,N,678,0.0,8.8,AF,HF
-1.5,0,-1.616,N,F,N,N,678,0.0,8.8,AF,HG
-0.5,1,-0.112,N,F,N,N,678,0.0,8.8,AF,HG
0.5,2,1.146,N,F,N,N,678,0.0,8.8,AF,HG
1.5,3,1.498,N,F,N,N,678,0.0,8.8,AF,HG
-1.5,0,-1.898,N,M,Y,N,678,0.0,8.8,AF,HH
-0.5,1,-1.819,N,M,Y,N,678,0.0,8.8,AF,HH
0.5,2,0.227,N,M,Y,N,678,0.0,8.8,AF,HH
1.5,3,0.403,N,M,Y,N,678,0.0,8.8,AF,HH
2.5,4,1.407,N,M,Y,N,678,0.0,8.8,AF,HH
-1.5,0,-2.032,N,F,Y,N,678,0.0,8.8,AF,HI
-0.5,1,-1.505,N,F,Y,N,678,0.0,8.8,AF,HI
0.5,2,-0.316,N,F,Y,N,678,0.0,8.8,AF,HI
1.5,3,0.237,N,F,Y,N,678,0.0,8.8,AF,HI
2.5,4,1.623,N,F,Y,N,678,0.0,8.8,AF,HI
-1.5,0,-1.303,N,F,N,N,678,0.0,8.8,AF,HJ
-0.5,1,0.658,N,F,N,N,678,0.0,8.8,AF,HJ
0.5,2,2.14,N,F,N,N,678,0.0,8.8,AF,HJ
1.5,3,1.346,N,F,N,N,678,0.0,8.8,AF,HJ
2.5,4,3.163,N,F,N,N,678,0.0,8.8,AF,HJ
-1.5,0,-0.733,N,M,N,N,678,0.0,8.8,AF,HK
-0.5,1,-0.273,N,M,N,N,678,0.0,8.8,AF,HK
0.5,2,0.852,N,M,N,N,678,0.0,8.8,AF,HK
1.5,3,1.748,N,M,N,N,678,0.0,8.8,AF,HK
2.5,4,2.682,N,M,N,N,678,0.0,8.8,AF,HK
-0.5,1,-0.427,N,M,Y,N,678,0.0,8.8,AF,HL
0.5,2,-1.03,N,M,Y,N,678,0.0,8.8,AF,HL
1.5,3,1.748,N,M,Y,N,678,0.0,8.8,AF,HL
2.5,4,3.055,N,M,Y,N,678,0.0,8.8,AF,HL
-0.5,1,0.148,N,M,Y,N,678,0.0,8.8,AF,HM
0.5,2,-0.522,N,M,Y,N,678,0.0,8.8,AF,HM
1.5,3,0.632,N,M,Y,N,678,0.0,8.8,AF,HM
2.5,4,2.035,N,M,Y,N,678,0.0,8.8,AF,HM
-0.5,1,-0.785,N,M,N,N,678,0.0,8.8,AF,HN
0.5,2,0.587,N,M,N,N,678,0.0,8.8,AF,HN
1.5,3,1.421,N,M,N,N,678,0.0,8.8,AF,HN
2.5,4,2.6,N,M,N,N,678,0.0,8.8,AF,HN
0.5,2,0.995,N,M,Y,N,678,0.0,8.8,AF,HO
1.5,3,1.934,N,M,Y,N,678,0.0,8.8,AF,HO
2.5,4,2.859,N,M,Y,N,678,0.0,8.8,AF,HO
0.5,2,-0.316,N,M,Y,N,678,0.0,8.8,AF,HP
1.5,3,-0.297,N,M,Y,N,678,0.0,8.8,AF,HP
2.5,4,0.501,N,M,Y,N,678,0.0,8.8,AF,HP
-1.5,0,-2.596,N,F,Y,N,678,0.0,8.8,AF,HQ
-0.5,1,-1.441,N,F,Y,N,678,0.0,8.8,AF,HQ
0.5,2,-1.34,N,F,Y,N,678,0.0,8.8,AF,HQ
1.5,3,0.021,N,F,Y,N,678,0.0,8.8,AF,HQ
2.5,4,1.623,N,F,Y,N,678,0.0,8.8,AF,HQ
-1.5,0,-0.221,N,M,N,N,678,0.0,8.8,AF,HR
-0.5,1,1.043,N,M,N,N,678,0.0,8.8,AF,HR
0.5,2,0.343,N,M,N,N,678,0.0,8.8,AF,HR
1.5,3,2.034,N,M,N,N,678,0.0,8.8,AF,HR
2.5,4,2.768,N,M,N,N,678,0.0,8.8,AF,HR
-1.5,0,-1.541,N,F,N,N,678,0.0,8.8,AF,HS
-0.5,1,-0.028,N,F,N,N,678,0.0,8.8,AF,HS
0.5,2,0.463,N,F,N,N,678,0.0,8.8,AF,HS
1.5,3,1.273,N,F,N,N,678,0.0,8.8,AF,HS
2.5,4,3.544,N,F,N,N,678,0.0,8.8,AF,HS
-1.5,0,-1.384,N,F,N,N,678,0.0,8.8,AF,HT
-0.5,1,-0.028,N,F,N,N,678,0.0,8.8,AF,HT
0.5,2,0.716,N,F,N,N,678,0.0,8.8,AF,HT
1.5,3,1.134,N,F,N,N,678,0.0,8.8,AF,HT
2.5,4,2.3,N,F,N,N,678,0.0,8.8,AF,HT
-1.5,0,-1.541,N,M,Y,N,678,0.0,8.8,AF,HU
-0.5,1,-1.757,N,M,Y,N,678,0.0,8.8,AF,HU
0.5,1,-0.767,Y,M,Y,N,678,0.0,8.8,AF,HU
-1.5,0,-1.76,N,M,N,N,678,0.0,8.8,AF,HV
-0.5,1,-0.501,N,M,N,N,678,0.0,8.8,AF,HV
0.5,2,0.852,N,M,N,N,678,0.0,8.8,AF,HV
1.5,3,1.748,N,M,N,N,678,0.0,8.8,AF,HV
2.5,4,2.445,N,M,N,N,678,0.0,8.8,AF,HV
-1.5,0,-0.619,N,F,Y,N,678,0.0,8.8,AF,HW
-0.5,1,-0.112,N,F,Y,N,678,0.0,8.8,AF,HW
0.5,2,0.716,N,F,Y,N,678,0.0,8.8,AF,HW
