childid,s4_id,w1sesl,numrisks,profmath,s4pupri,male,prof45
0458007C,0458,-0.41,0,3,1,1,0
0458012C,0458,-0.69,1,4,1,1,1
0458013C,0458,-0.17,0,3,1,0,0
0458015C,0458,0.14,0,5,1,1,1
0458018C,0458,1.73,0,5,1,1,1
0458022C,0458,-0.41,1,0,1,1,0
0460001C,0460,0.94,0,4,1,1,1
0460002C,0460,2.14,0,3,1,1,0
0460003C,0460,2.12,0,5,1,1,1
0460004C,0460,-0.63,0,4,1,1,1
0460008C,0460,-0.44,0,3,1,0,0
0460009C,0460,0.18,0,3,1,0,0
0460010C,0460,-0.56,0,5,1,1,1
0460011C,0460,1.67,0,5,1,1,1
0460012C,0460,0.75,0,4,1,0,1
0460013C,0460,0.02,0,5,1,0,1
0460015C,0460,-0.24,0,4,1,1,1
0460017C,0460,0.2,0,5,1,0,1
0460018C,0460,-0.28,0,4,1,0,1
0460019C,0460,2.05,0,4,1,1,1
0460021C,0460,-0.58,1,5,1,1,1
0460022C,0460,0.6,0,4,1,0,1
0460024C,0460,0.47,0,5,1,1,1
0460025C,0460,-0.44,0,4,1,0,1
0460026C,0460,0.18,0,5,1,0,1
0461001C,0461,-0.94,1,3,1,1,0
0461002C,0461,0.6,0,3,1,1,0
0461005C,0461,-0.53,0,5,1,1,1
0461006C,0461,-0.28,1,4,1,0,1
0461007C,0461,-0.51,0,4,1,0,1
0461008C,0461,-0.39,0,4,1,1,1
0461009C,0461,0.05,0,5,1,1,1
0461010C,0461,-0.73,1,3,1,1,0
0461011C,0461,-0.09,0,5,1,1,1
0461012C,0461,-0.2,0,4,1,1,1
0461013C,0461,0.35,0,4,1,1,1
0461014C,0461,-0.13,0,5,1,0,1
0461016C,0461,-0.08,0,4,1,1,1
0461017C,0461,-0.32,0,5,1,0,1
0461019C,0461,-0.09,0,5,1,0,1
0462001C,0462,-0.09,0,5,1,0,1
0462002C,0462,-0.28,0,4,1,0,1
0462005C,0462,0.43,0,5,1,1,1
0462006C,0462,-0.13,0,4,1,1,1
0462007C,0462,0.16,0,5,1,1,1
0462008C,0462,-0.01,0,5,1,1,1
0462009C,0462,-0.59,0,4,1,1,1
0462010C,0462,1.07,0,5,1,1,1
0462011C,0462,-0.47,0,5,1,0,1
0462013C,0462,-0.83,0,2,1,0,0
0462015C,0462,0.76,0,5,1,0,1
0462019C,0462,-0.69,0,4,1,1,1
0462020C,0462,0.42,0,5,1,0,1
0462021C,0462,-0.17,0,4,1,1,1
0462022C,0462,-0.23,0,5,1,0,1
0462024C,0462,-0.11,0,3,1,0,0
0463001C,0463,-0.5,0,4,1,1,1
0463005C,0463,-1.07,2,3,1,0,0
0463006C,0463,-0.75,0,3,1,1,0
0463011C,0463,0.44,0,5,1,0,1
0463012C,0463,-0.01,0,5,1,1,1
0463014C,0463,0.42,0,4,1,1,1
0463016C,0463,-0.47,0,5,1,1,1
0463017C,0463,-0.35,1,3,1,0,0
0466001C,0466,-0.47,2,5,2,1,1
0466004C,0466,-0.53,0,5,2,0,1
0466005C,0466,-0.12,0,4,2,0,1
0466006C,0466,-0.13,0,5,2,0,1
0466007C,0466,0.75,0,5,2,0,1
0466008C,0466,0.06,0,4,2,1,1
0466009C,0466,-0.45,0,4,2,0,1
0466010C,0466,0.57,1,4,2,1,1
0466011C,0466,0.01,0,5,2,1,1
0466012C,0466,-0.65,0,5,2,0,1
0466014C,0466,-0.24,0,4,2,1,1
0466015C,0466,0.79,0,5,2,1,1
0466017C,0466,1.1,0,5,2,0,1
0466018C,0466,0.08,0,5,2,1,1
0466019C,0466,-0.34,0,5,2,0,1
0466020C,0466,0.57,0,5,2,0,1
0466022C,0466,-0.01,0,4,2,0,1
0466023C,0466,-0.48,0,4,2,0,1
0466024C,0466,0.59,0,5,2,1,1
0467001C,0467,-0.11,0,4,1,1,1
0467003C,0467,-0.41,0,5,1,1,1
0467004C,0467,-0.9,1,4,1,0,1
0467006C,0467,-0.36,0,4,1,1,1
0467007C,0467,0.13,0,4,1,0,1
0467008C,0467,1.49,0,5,1,1,1
0467009C,0467,-0.11,0,3,1,1,0
0467010C,0467,-1.27,2,4,1,0,1
0467011C,0467,-0.13,0,5,1,1,1
0467012C,0467,-0.1,0,5,1,0,1
0467013C,0467,-0.79,0,5,1,1,1
0467014C,0467,-0.6,0,4,1,1,1
0467015C,0467,0.42,0,4,1,0,1
0467016C,0467,-0.22,0,4,1,1,1
0467017C,0467,0.28,0,4,1,0,1
0467018C,0467,-0.96,1,5,1,1,1
0467019C,0467,-0.68,0,3,1,0,0
0467020C,0467,-0.27,0,5,1,0,1
0467022C,0467,-0.06,0,5,1,0,1
0467023C,0467,-0.27,0,3,1,1,0
0467025C,0467,-0.9,1,4,1,0,1
0471002C,0471,0.8,0,5,1,0,1
0471005C,0471,0.16,0,3,1,0,0
0471006C,0471,0.48,0,5,1,0,1
0471008C,0471,-0.2,0,3,1,0,0
0471012C,0471,1.17,0,4,1,1,1
0471015C,0471,-0.18,0,4,1,0,1
0471016C,0471,1.37,0,4,1,0,1
0471018C,0471,0.54,0,5,1,1,1
0471020C,0471,0.23,0,5,1,1,1
0471021C,0471,0.4,0,4,1,0,1
0471022C,0471,-0.26,0,5,1,0,1
0471024C,0471,-0.19,0,5,1,0,1
0473002C,0473,0.42,0,4,1,0,1
0473003C,0473,-0.8,1,4,1,1,1
0473006C,0473,0.07,0,5,1,0,1
0473008C,0473,0.55,0,4,1,0,1
0473011C,0473,-0.01,0,5,1,0,1
0473014C,0473,0.17,0,5,1,0,1
0473015C,0473,0.42,0,5,1,1,1
0473016C,0473,0.96,0,5,1,1,1
0473017C,0473,-0.41,0,4,1,0,1
0473018C,0473,-0.26,0,5,1,1,1
0473019C,0473,1.29,0,4,1,1,1
0473020C,0473,0.69,0,4,1,0,1
0473022C,0473,0.61,0,5,1,1,1
0473024C,0473,1.11,0,5,1,1,1
0474001C,0474,-0.49,0,3,1,0,0
0474002C,0474,0.73,0,5,1,1,1
0474003C,0474,-0.42,0,3,1,1,0
0474004C,0474,-0.32,0,4,1,0,1
0474007C,0474,-0.19,0,4,1,0,1
0474008C,0474,-0.05,0,5,1,0,1
0474010C,0474,-0.4,0,4,1,0,1
0474011C,0474,-0.63,0,4,1,0,1
0474014C,0474,0.51,1,4,1,0,1
0474015C,0474,-0.58,0,4,1,1,1
0474016C,0474,-0.48,0,5,1,1,1
0474018C,0474,-0.2,1,4,1,0,1
0474019C,0474,0.98,0,4,1,1,1
0475001C,0475,1.0,0,5,2,0,1
0475002C,0475,1.03,0,2,2,0,0
0475003C,0475,-0.54,0,4,2,0,1
0475004C,0475,-0.48,0,4,2,0,1
0475005C,0475,0.22,0,5,2,0,1
0475006C,0475,-0.33,1,5,2,0,1
0475007C,0475,0.3,0,4,2,0,1
0475009C,0475,1.09,0,4,2,0,1
0475010C,0475,0.5,0,4,2,1,1
0475011C,0475,0.15,0,5,2,1,1
0475012C,0475,0.37,0,4,2,1,1
0475014C,0475,0.85,0,5,2,1,1
0475015C,0475,0.13,0,5,2,1,1
0475016C,0475,-0.2,0,5,2,1,1
0475020C,0475,1.31,0,5,2,1,1
0480001C,0480,0.57,0,2,1,1,0
0480004C,0480,0.57,0,5,1,1,1
0480009C,0480,0.55,0,4,1,0,1
0480012C,0480,-0.75,1,5,1,0,1
0480014C,0480,-0.72,1,4,1,1,1
0480015C,0480,1.17,0,5,1,1,1
0480017C,0480,-0.34,0,4,1,0,1
0480019C,0480,1.13,0,4,1,0,1
0480020C,0480,-0.72,1,3,1,0,0
0480022C,0480,-0.77,1,4,1,0,1
0481001C,0481,0.25,0,4,1,1,1
0481006C,0481,0.28,0,4,1,0,1
0481014C,0481,-0.6,0,5,1,0,1
0481018C,0481,-0.31,0,5,1,0,1
0481021C,0481,0.21,0,5,1,0,1
0481023C,0481,-0.39,0,1,1,0,0
0482002C,0482,-0.05,0,4,2,0,1
0482003C,0482,-0.28,0,4,2,0,1
0482005C,0482,-0.41,0,5,2,1,1
0482007C,0482,0.54,0,5,2,1,1
0482009C,0482,0.16,0,4,2,0,1
0482013C,0482,0.34,0,4,2,0,1
0482014C,0482,0.43,0,4,2,0,1
0482018C,0482,0.76,0,5,2,0,1
0483002C,0483,0.7,0,2,1,0,0
0483003C,0483,2.05,0,4,1,1,1
0483006C,0483,-0.95,2,5,1,1,1
0483009C,0483,0.33,1,3,1,1,0
0483010C,0483,-0.41,0,4,1,1,1
0483012C,0483,0.6,0,4,1,1,1
0483014C,0483,-0.13,0,3,1,1,0
0483015C,0483,0.19,0,4,1,0,1
0483016C,0483,0.35,2,3,1,1,0
0483018C,0483,0.61,1,4,1,0,1
0483019C,0483,-0.86,2,4,1,0,1
0483021C,0483,-0.09,0,4,1,1,1
0483023C,0483,-0.67,1,3,1,1,0
0483024C,0483,0.16,0,5,1,0,1
0484001C,0484,0.49,1,3,1,1,0
0484003C,0484,-0.6,0,4,1,1,1
0484007C,0484,-0.56,1,4,1,1,1
0484008C,0484,0.25,0,4,1,1,1
0484013C,0484,-0.79,0,1,1,1,0
0484015C,0484,-0.68,3,4,1,0,1
0484016C,0484,-0.44,1,5,1,1,1
0484019C,0484,0.57,0,5,1,1,1
0484021C,0484,-0.41,1,4,1,1,1
0484023C,0484,0.77,1,4,1,1,1
0484025C,0484,-0.56,1,4,1,1,1
0481019C,0491,0.38,0,4,1,1,1
0491004C,0491,0.02,0,5,1,1,1
0491005C,0491,-0.64,0,4,1,1,1
0491011C,0491,0.46,0,5,1,1,1
0491013C,0491,-0.13,0,4,1,1,1
0491017C,0491,0.37,0,5,1,1,1
0491018C,0491,-0.83,0,3,1,1,0
0491021C,0491,-1.1,2,4,1,0,1
0491025C,0491,0.46,0,4,1,1,1
2095013C,0491,0.91,0,5,1,1,1
0494001C,0494,0.31,0,4,1,0,1
0494004C,0494,-0.43,0,4,1,0,1
0494006C,0494,-0.59,0,5,1,0,1
0494008C,0494,-0.15,0,5,1,0,1
0494009C,0494,-0.66,0,5,1,1,1
0494012C,0494,-0.44,0,4,1,0,1
0494013C,0494,-0.12,0,4,1,1,1
0494014C,0494,-0.19,0,3,1,1,0
0494015C,0494,-0.63,1,4,1,1,1
0494016C,0494,0.18,0,4,1,1,1
0494020C,0494,0.3,0,4,1,0,1
0494021C,0494,-0.58,0,5,1,1,1
0495003C,0495,1.37,0,3,1,1,0
0495004C,0495,0.66,0,5,1,1,1
0495005C,0495,0.16,0,4,1,0,1
0495006C,0495,-0.33,0,5,1,0,1
0495007C,0495,-0.4,0,5,1,0,1
0495008C,0495,-0.45,1,3,1,0,0
0495009C,0495,1.21,0,5,1,1,1
0495011C,0495,-0.42,2,5,1,0,1
0495012C,0495,0.34,0,5,1,0,1
0495015C,0495,0.51,0,4,1,0,1
0495016C,0495,0.09,0,4,1,0,1
0495017C,0495,-0.79,0,4,1,1,1
0495019C,0495,-0.76,0,4,1,0,1
0495020C,0495,-1.0,2,4,1,0,1
0495023C,0495,-0.67,1,4,1,1,1
0495025C,0495,-0.45,1,3,1,1,0
0500001C,0500,1.78,0,5,2,1,1
0500003C,0500,1.11,0,5,2,1,1
0500008C,0500,1.36,0,3,2,1,0
0500009C,0500,0.58,0,5,2,0,1
0500011C,0500,1.07,0,5,2,1,1
0500014C,0500,1.1,0,4,2,0,1
0500015C,0500,0.53,0,5,2,0,1
0500016C,0500,0.46,0,4,2,0,1
0500017C,0500,1.41,0,4,2,0,1
0500019C,0500,1.36,0,5,2,1,1
0500020C,0500,1.11,0,4,2,0,1
0500022C,0500,1.64,0,4,2,0,1
0501001C,0501,-0.52,1,4,1,1,1
0501004C,0501,0.49,0,5,1,1,1
0501006C,0501,-0.12,2,3,1,0,0
0501007C,0501,-0.58,0,3,1,1,0
0501011C,0501,-0.77,0,4,1,1,1
0501013C,0501,-0.68,1,4,1,0,1
0501016C,0501,-0.76,1,5,1,0,1
0501018C,0501,-0.4,0,4,1,1,1
0501019C,0501,-0.03,0,3,1,1,0
0501020C,0501,-0.44,1,4,1,0,1
0501021C,0501,0.85,0,5,1,0,1
0502001C,0502,-1.24,3,5,1,1,1
0502004C,0502,-0.1,0,4,1,1,1
0502006C,0502,-0.59,0,3,1,1,0
0502008C,0502,-0.75,0,4,1,0,1
0502009C,0502,1.13,0,5,1,1,1
0502010C,0502,-0.87,2,3,1,1,0
0502011C,0502,-0.02,0,5,1,0,1
0502012C,0502,1.21,0,5,1,0,1
0502015C,0502,-0.23,1,4,1,0,1
0502018C,0502,-0.67,1,3,1,1,0
0502019C,0502,-0.47,0,4,1,0,1
0502020C,0502,-0.88,1,5,1,0,1
0502022C,0502,-0.3,0,4,1,1,1
0502023C,0502,-0.83,0,4,1,0,1
0504002C,0504,0.14,0,4,1,0,1
0504004C,0504,-0.28,0,4,1,0,1
0504006C,0504,0.04,1,4,1,1,1
0504008C,0504,0.23,0,5,1,1,1
0504009C,0504,0.02,1,4,1,1,1
0504016C,0504,-0.68,1,4,1,1,1
0504017C,0504,0.65,0,4,1,0,1
0504019C,0504,-0.65,1,4,1,1,1
0504022C,0504,-0.84,2,5,1,0,1
0504024C,0504,-0.58,2,4,1,0,1
0505003C,0505,-0.58,1,3,1,0,0
0505006C,0505,-0.69,0,4,1,1,1
0505011C,0505,0.11,1,3,1,0,0
0505012C,0505,-0.15,0,5,1,1,1
0505015C,0505,0.38,0,4,1,0,1
0505016C,0505,-0.81,1,3,1,1,0
0505017C,0505,-0.49,0,5,1,1,1
0505019C,0505,0.28,0,4,1,0,1
0505022C,0505,0.83,0,4,1,0,1
0507001C,0507,0.96,1,3,1,0,0
0507006C,0507,0.88,0,4,1,1,1
0507010C,0507,0.67,0,4,1,1,1
0507012C,0507,2.3,0,5,1,1,1
0507013C,0507,1.45,0,5,1,1,1
0507014C,0507,2.41,0,5,1,0,1
0507015C,0507,1.02,0,5,1,0,1
0507016C,0507,1.46,0,4,1,0,1
0507017C,0507,1.07,0,5,1,1,1
0507018C,0507,2.18,0,5,1,1,1
0507020C,0507,1.56,0,5,1,1,1
0507024C,0507,1.47,0,4,1,0,1
0508004C,0508,0.82,0,4,2,1,1
0508005C,0508,0.95,0,4,2,0,1
0508006C,0508,0.48,0,5,2,0,1
0508007C,0508,-0.49,0,4,2,0,1
0508009C,0508,-0.19,0,5,2,0,1
0508010C,0508,0.71,0,5,2,1,1
0508012C,0508,1.28,0,5,2,0,1
0508013C,0508,1.01,0,5,2,1,1
0508014C,0508,0.49,0,4,2,0,1
0508015C,0508,0.88,0,5,2,0,1
0508018C,0508,1.06,1,4,2,0,1
0508019C,0508,1.02,0,4,2,1,1
0508020C,0508,0.85,0,5,2,0,1
0508021C,0508,-0.1,0,5,2,0,1
0508022C,0508,-0.47,0,5,2,0,1
0508024C,0508,1.11,0,4,2,0,1
0511001C,0511,-0.91,2,4,1,1,1
0511002C,0511,-0.05,0,3,1,1,0
0511003C,0511,0.03,0,4,1,0,1
0511004C,0511,0.82,0,4,1,1,1
0511005C,0511,0.35,0,4,1,0,1
0511006C,0511,0.64,0,5,1,1,1
0511008C,0511,-0.43,0,4,1,1,1
0511009C,0511,0.01,0,4,1,1,1
0511010C,0511,-0.33,1,3,1,1,0
0511011C,0511,-0.12,0,5,1,1,1
0511012C,0511,-0.43,1,4,1,0,1
0511013C,0511,-0.91,1,4,1,1,1
0511015C,0511,0.78,0,5,1,1,1
0511016C,0511,0.38,0,4,1,1,1
0511017C,0511,-0.09,0,4,1,1,1
0511019C,0511,-0.42,0,4,1,0,1
0511020C,0511,-0.09,0,5,1,1,1
0511022C,0511,-0.21,1,4,1,0,1
0511023C,0511,0.44,0,5,1,1,1
0511024C,0511,0.57,1,4,1,1,1
0515002C,0515,-0.74,0,4,1,1,1
0515008C,0515,-0.45,0,4,1,1,1
0515011C,0515,-0.18,0,4,1,0,1
0515012C,0515,0.0,1,4,1,1,1
0515013C,0515,-0.11,0,4,1,1,1
0515014C,0515,-1.06,1,4,1,1,1
0515017C,0515,-1.72,3,4,1,1,1
0517003C,0517,0.33,0,4,1,0,1
0517004C,0517,0.33,1,3,1,1,0
0517005C,0517,-0.36,0,4,1,1,1
0517006C,0517,-0.71,0,4,1,0,1
0517008C,0517,-0.32,0,2,1,1,0
0517009C,0517,-0.46,0,5,1,1,1
0517010C,0517,0.27,0,5,1,1,1
0517014C,0517,-0.49,1,4,1,0,1
0517015C,0517,0.39,0,3,1,1,0
0517019C,0517,0.89,0,4,1,1,1
0517020C,0517,1.45,2,3,1,0,0
0517022C,0517,-0.76,0,4,1,0,1
0518002C,0518,-0.79,1,3,1,1,0
0518004C,0518,-1.19,3,4,1,0,1
0518009C,0518,-1.02,1,4,1,0,1
0518011C,0518,-0.37,1,4,1,0,1
0518015C,0518,0.58,0,4,1,0,1
0518016C,0518,-0.52,0,4,1,0,1
0518017C,0518,-0.22,0,4,1,0,1
0518019C,0518,-0.54,1,2,1,1,0
0518021C,0518,-1.05,2,4,1,1,1
0518023C,0518,-0.94,1,4,1,1,1
0520007C,0518,-1.84,3,4,1,1,1
0519004C,0519,-0.42,1,4,1,0,1
0519005C,0519,-0.53,1,4,1,1,1
0519006C,0519,-0.1,1,2,1,0,0
0519015C,0519,0.16,1,4,1,0,1
0520001C,0520,-1.29,2,3,1,1,0
0520005C,0520,-0.31,0,4,1,1,1
0520008C,0520,-1.39,3,4,1,1,1
0520010C,0520,-1.28,1,3,1,1,0
0520011C,0520,-0.71,1,3,1,1,0
0520013C,0520,0.24,0,4,1,0,1
0520018C,0520,-0.54,1,2,1,0,0
0520019C,0520,-1.66,3,3,1,1,0
0520021C,0520,-1.59,3,4,1,1,1
0520024C,0520,-0.8,1,2,1,1,0
0520025C,0520,-0.71,1,2,1,0,0
0521002C,0521,0.74,1,4,2,0,1
0521011C,0521,0.81,1,5,2,1,1
0521012C,0521,0.66,0,4,2,0,1
0521013C,0521,0.27,1,4,2,0,1
0521017C,0521,0.93,1,5,2,1,1
0523001C,0523,0.41,1,5,1,0,1
0523002C,0523,0.19,0,4,1,0,1
0523003C,0523,-0.15,1,5,1,1,1
0523007C,0523,-0.84,1,3,1,0,0
0523010C,0523,-0.29,0,2,1,1,0
0523011C,0523,-0.4,0,4,1,1,1
0523012C,0523,1.39,0,4,1,1,1
0523014C,0523,-0.78,1,1,1,1,0
0523015C,0523,-0.79,1,4,1,1,1
0523017C,0523,-0.44,0,4,1,0,1
0523018C,0523,-0.09,0,4,1,0,1
0523020C,0523,-0.84,1,3,1,1,0
0523024C,0523,-0.44,1,5,1,1,1
0527001C,0527,-0.32,0,4,1,0,1
0527008C,0527,-0.4,2,4,1,0,1
0527009C,0527,-0.28,0,4,1,0,1
0527015C,0527,-0.13,1,3,1,0,0
0527016C,0527,0.06,0,4,1,1,1
0527017C,0527,-0.61,1,4,1,1,1
0527020C,0527,-0.07,0,4,1,1,1
0527021C,0527,-0.91,2,4,1,0,1
0527022C,0527,-0.66,0,4,1,0,1
0528001C,0528,-0.43,0,4,1,0,1
0528002C,0528,0.0,1,4,1,1,1
0528007C,0528,0.34,0,4,1,1,1
0528009C,0528,0.12,0,4,1,0,1
0528010C,0528,1.51,0,5,1,1,1
0528011C,0528,0.65,0,5,1,0,1
0528013C,0528,0.06,0,4,1,0,1
0528014C,0528,0.21,0,5,1,1,1
0528016C,0528,0.95,0,5,1,1,1
0528017C,0528,0.71,1,4,1,0,1
0528019C,0528,0.27,0,4,1,0,1
0528020C,0528,1.37,1,5,1,1,1
0528024C,0528,0.78,0,5,1,0,1
0529003C,0529,0.58,0,5,2,1,1
0529006C,0529,0.31,0,4,2,1,1
0529008C,0529,0.22,0,4,2,1,1
0529010C,0529,1.51,1,4,2,0,1
0529011C,0529,0.99,0,4,2,1,1
0529012C,0529,0.28,0,4,2,1,1
0529013C,0529,0.52,0,4,2,0,1
0529014C,0529,-0.48,0,4,2,0,1
0529017C,0529,-0.25,0,5,2,0,1
0529019C,0529,-0.13,0,5,2,0,1
0529020C,0529,-0.43,0,4,2,0,1
0529021C,0529,-0.16,0,4,2,0,1
0529023C,0529,0.57,0,3,2,0,0
0529024C,0529,-0.34,0,4,2,0,1
0532001C,0532,0.13,0,5,1,0,1
0532003C,0532,0.2,0,4,1,1,1
0532005C,0532,-0.41,1,5,1,0,1
0532007C,0532,1.44,0,4,1,1,1
0532008C,0532,0.61,0,5,1,1,1
0532012C,0532,-0.01,0,4,1,0,1
0532013C,0532,0.26,1,5,1,1,1
0532016C,0532,0.61,0,5,1,1,1
0532017C,0532,1.44,0,4,1,1,1
0532018C,0532,2.73,0,5,1,1,1
0532020C,0532,0.51,0,5,1,1,1
0532021C,0532,0.08,0,4,1,0,1
0532023C,0532,0.42,0,5,1,0,1
0532024C,0532,1.06,0,5,1,1,1
0537003C,0537,0.27,0,4,1,1,1
0537008C,0537,-0.69,1,4,1,0,1
0537009C,0537,-0.33,2,4,1,0,1
0537011C,0537,0.29,0,4,1,1,1
0537014C,0537,-1.48,3,2,1,0,0
0537018C,0537,-0.32,0,4,1,1,1
0537022C,0537,-1.36,2,3,1,1,0
0537023C,0537,-0.97,3,3,1,0,0
0538003C,0538,-0.27,0,3,2,1,0
0538004C,0538,-0.44,0,5,2,0,1
0538007C,0538,-0.25,0,4,2,1,1
0538008C,0538,0.24,0,5,2,1,1
0538009C,0538,-0.43,0,4,2,1,1
0538011C,0538,-0.04,0,4,2,0,1
0538012C,0538,-0.05,0,4,2,0,1
0538013C,0538,1.2,0,4,2,0,1
0538014C,0538,0.33,0,5,2,1,1
0538015C,0538,-0.14,0,4,2,1,1
0538017C,0538,-0.11,0,4,2,1,1
0538018C,0538,0.24,0,4,2,1,1
0546001C,0546,-0.2,1,4,1,1,1
0546002C,0546,0.35,0,4,1,1,1
0546004C,0546,0.63,1,4,1,1,1
0546007C,0546,-0.13,1,4,1,0,1
0546008C,0546,0.32,1,3,1,1,0
0546010C,0546,1.02,1,4,1,0,1
0546011C,0546,-0.66,0,4,1,1,1
0546014C,0546,0.01,0,1,1,0,0
0546025C,0546,0.32,1,3,1,1,0
0551002C,0551,0.13,0,3,1,0,0
0551003C,0551,1.15,1,4,1,0,1
0551006C,0551,-0.36,0,4,1,0,1
0551008C,0551,1.62,1,4,1,1,1
0551009C,0551,-0.01,0,4,1,0,1
0551010C,0551,1.3,1,4,1,1,1
0551011C,0551,0.53,0,4,1,1,1
0551013C,0551,0.65,0,4,1,0,1
0551014C,0551,-0.18,0,5,1,1,1
0551015C,0551,-0.06,0,4,1,0,1
0551016C,0551,1.74,0,4,1,0,1
0551018C,0551,1.07,0,4,1,0,1
0551020C,0551,0.32,0,4,1,0,1
0551021C,0551,0.76,0,4,1,1,1
0551022C,0551,1.18,0,4,1,0,1
0551023C,0551,0.63,0,2,1,0,0
0551025C,0551,1.74,0,4,1,0,1
0572004C,0572,1.23,0,2,1,1,0
0572005C,0572,0.81,0,5,1,0,1
0572007C,0572,0.05,0,4,1,1,1
0572008C,0572,1.14,0,3,1,1,0
0572010C,0572,0.88,0,4,1,1,1
0572011C,0572,1.23,0,4,1,1,1
0572012C,0572,0.22,0,5,1,1,1
0572013C,0572,1.47,0,3,1,1,0
0572014C,0572,1.13,0,5,1,1,1
0572016C,0572,0.15,0,4,1,0,1
0572017C,0572,-0.08,0,4,1,1,1
0572018C,0572,1.27,0,5,1,0,1
0572019C,0572,0.03,0,3,1,1,0
0572022C,0572,0.48,0,4,1,0,1
0572023C,0572,0.33,0,3,1,0,0
0572024C,0572,-0.07,0,4,1,1,1
0587002C,0587,2.17,0,5,1,0,1
0587004C,0587,0.38,0,4,1,1,1
0587005C,0587,0.08,0,5,1,1,1
0587006C,0587,1.18,0,4,1,0,1
0587007C,0587,1.4,0,5,1,1,1
0587009C,0587,1.92,0,5,1,0,1
0587010C,0587,-0.19,0,5,1,1,1
0587011C,0587,0.11,0,3,1,0,0
0587012C,0587,0.11,0,4,1,1,1
0587013C,0587,0.37,0,4,1,0,1
0587021C,0587,0.94,0,5,1,1,1
0587022C,0587,1.02,0,4,1,0,1
0587024C,0587,1.2,0,4,1,0,1
0593001C,0593,-0.63,0,4,1,0,1
0593002C,0593,-0.48,0,4,1,0,1
0593004C,0593,-0.19,0,4,1,1,1
0593005C,0593,-0.31,2,2,1,1,0
0593006C,0593,-0.68,2,4,1,1,1
0593007C,0593,0.49,0,5,1,1,1
0593010C,0593,-0.71,0,4,1,0,1
0593012C,0593,1.28,0,5,1,0,1
0593015C,0593,0.97,0,5,1,1,1
0593016C,0593,0.2,0,5,1,1,1
0593020C,0593,1.69,0,5,1,0,1
0593022C,0593,1.07,0,5,1,1,1
0593023C,0593,-1.41,3,5,1,1,1
0597001C,0597,-0.1,0,4,1,1,1
0597008C,0597,-0.42,1,4,1,0,1
0597010C,0597,-0.58,1,5,1,0,1
0597015C,0597,-0.64,0,4,1,0,1
0597017C,0597,-0.23,0,3,1,0,0
0597018C,0597,0.22,0,4,1,1,1
0597020C,0597,-0.86,3,4,1,0,1
0598001C,0598,1.91,0,4,2,0,1
0598002C,0598,1.33,0,4,2,1,1
0598003C,0598,2.04,0,3,2,0,0
0598004C,0598,0.92,1,5,2,0,1
0598005C,0598,0.58,0,5,2,1,1
0598006C,0598,1.48,0,4,2,0,1
0598007C,0598,1.03,0,5,2,1,1
0602001C,0602,0.72,0,5,1,0,1
0602006C,0602,1.06,0,4,1,0,1
0602008C,0602,0.83,0,5,1,0,1
0602010C,0602,0.83,0,5,1,0,1
0602012C,0602,1.78,0,5,1,1,1
0602013C,0602,0.73,0,5,1,0,1
0602017C,0602,1.79,0,4,1,1,1
0602018C,0602,2.14,0,5,1,0,1
0602019C,0602,0.06,0,4,1,1,1
0602021C,0602,0.83,0,5,1,0,1
0602022C,0602,1.66,0,5,1,1,1
0602023C,0602,0.97,0,4,1,1,1
0602024C,0602,0.26,0,5,1,1,1
0605001C,0605,0.06,0,2,1,1,0
0605005C,0605,-0.04,0,3,1,0,0
0605006C,0605,-0.13,1,4,1,0,1
0605007C,0605,-0.68,0,4,1,0,1
0605010C,0605,-0.1,0,3,1,0,0
0605016C,0605,0.26,0,3,1,0,0
0605018C,0605,-0.08,0,4,1,1,1
0605019C,0605,0.63,1,3,1,0,0
0605020C,0605,1.0,0,5,1,1,1
0605022C,0605,-0.32,1,4,1,1,1
0605023C,0605,-0.51,1,4,1,0,1
0609001C,0609,-0.6,0,2,1,1,0
0609003C,0609,0.54,0,5,1,0,1
0609004C,0609,0.69,0,5,1,1,1
0609008C,0609,0.47,0,5,1,1,1
0609010C,0609,0.74,0,5,1,1,1
0609012C,0609,-1.34,3,3,1,0,0
0609013C,0609,0.7,0,4,1,0,1
0609014C,0609,1.27,0,5,1,1,1
0609015C,0609,0.78,0,5,1,0,1
0609021C,0609,-0.37,1,4,1,1,1
0609024C,0609,0.67,1,5,1,0,1
0618002C,0618,0.24,1,5,2,0,1
0618003C,0618,-0.28,0,3,2,0,0
0618005C,0618,0.12,0,3,2,1,0
0618006C,0618,0.05,1,3,2,1,0
0618008C,0618,0.27,0,4,2,0,1
0618009C,0618,0.48,0,5,2,0,1
0618010C,0618,-0.2,0,4,2,0,1
0618014C,0618,0.37,0,4,2,0,1
0618015C,0618,-0.18,0,5,2,1,1
0618017C,0618,0.28,0,4,2,1,1
0618018C,0618,0.09,0,4,2,1,1
0618019C,0618,0.45,0,5,2,1,1
0618020C,0618,-0.25,1,4,2,0,1
0618021C,0618,0.93,1,4,2,1,1
0618023C,0618,1.16,0,4,2,0,1
0621003C,0621,0.78,0,5,1,0,1
0621005C,0621,-0.66,0,4,1,1,1
0621006C,0621,-0.71,0,4,1,1,1
0621007C,0621,0.34,0,4,1,0,1
0621008C,0621,0.47,0,4,1,1,1
0621010C,0621,0.5,0,5,1,0,1
0621012C,0621,-0.48,0,4,1,0,1
