Y,U,I,H,G
11,6,115,10075,10075:115
12,6,137,20009,20009:137
31,6,131,10111,10111:131
50,6,99,10056,10056:99
-4,6,105,10115,10115:105
18,6,115,20089,20089:115
1,6,77,10025,10025:77
1,6,21,10052,10052:21
-2,6,45,10004,10004:45
6,6,131,20023,20023:131
-15,6,83,10021,10021:83
-17,6,23,10105,10105:23
-1,6,67,20056,20056:67
1,6,45,10103,10103:45
6,6,77,10049,10049:77
-3,6,135,10010,10010:135
19,6,63,10075,10075:63
6,6,99,10003,10003:99
2,6,135,10115,10115:135
0,6,53,10029,10029:53
1,6,105,20002,20002:105
19,6,115,10117,10117:115
0,6,95,20063,20063:95
-10,6,69,20073,20073:69
-1,6,37,10049,10049:37
9,6,10,20009,20009:10
0,6,129,10116,10116:129
0,6,131,10028,10028:131
0,6,41,10042,10042:41
0,6,101,10036,10036:101
-2,6,37,20082,20082:37
0,6,2,20026,20026:2
2,6,55,10028,10028:55
0,6,105,20046,20046:105
10,6,14,20089,20089:14
50,6,2,10111,10111:2
3,6,74,10098,10098:74
2,6,67,20047,20047:67
-6,6,69,10114,10114:69
26,6,109,10067,10067:109
0,6,63,20056,20056:63
0,6,137,10011,10011:137
17,6,33,10063,10063:33
2,6,10,10095,10095:10
28,6,53,10065,10065:53
-2,6,137,10003,10003:137
1,6,95,10113,10113:95
-4,6,131,10030,10030:131
1,6,74,10100,10100:74
0,6,137,20077,20077:137
1,6,81,10060,10060:81
-14,6,74,10115,10115:74
-1,6,81,10054,10054:81
-2,6,33,10034,10034:33
3,6,101,20075,20075:101
0,6,77,10032,10032:77
-2,6,109,10042,10042:109
-3,6,131,20047,20047:131
2,6,37,10122,10122:37
-1,6,14,10035,10035:14
2,6,135,10041,10041:135
-6,6,69,10035,10035:69
0,6,139,10054,10054:139
19,6,69,10050,10050:69
-2,6,115,10012,10012:115
0,6,99,10088,10088:99
2,6,33,10096,10096:33
-2,6,33,10047,10047:33
0,6,129,20056,20056:129
2,6,23,10110,10110:23
-13,6,95,10061,10061:95
0,6,33,20047,20047:33
-2,6,63,10055,10055:63
14,6,101,10096,10096:101
13,6,137,20086,20086:137
1,6,113,10080,10080:113
8,6,113,20067,20067:113
-2,6,37,10026,10026:37
0,6,37,20078,20078:37
16,6,67,10051,10051:67
1,6,10,10113,10113:10
0,6,105,10011,10011:105
-2,6,27,10034,10034:27
-1,6,71,10035,10035:71
-9,6,27,20051,20051:27
2,6,71,10043,10043:71
14,6,137,10073,10073:137
0,6,121,10028,10028:121
33,6,55,10075,10075:55
-6,6,53,20004,20004:53
-3,6,33,20002,20002:33
2,6,55,10098,10098:55
0,6,113,10059,10059:113
31,6,41,10112,10112:41
-2,6,2,10001,10001:2
0,6,105,20074,20074:105
-3,6,105,20024,20024:105
-1,6,81,20080,20080:81
1,6,21,10064,10064:21
0,6,113,20026,20026:113
14,6,33,20028,20028:33
2,6,77,10104,10104:77
10,6,21,10015,10015:21
-1,6,109,10053,10053:109
0,6,55,20066,20066:55
22,6,55,10012,10012:55
22,6,14,20042,20042:14
0,6,53,20075,20075:53
36,6,77,10111,10111:77
0,6,85,20021,20021:85
-3,6,41,10071,10071:41
6,6,121,10019,10019:121
-1,6,63,10004,10004:63
9,6,85,20080,20080:85
-2,6,10,10096,10096:10
-6,6,95,10131,10131:95
0,6,10,20011,20011:10
0,6,113,10115,10115:113
-4,6,23,10050,10050:23
0,6,14,10122,10122:14
1,6,37,20086,20086:37
0,6,135,20087,20087:135
4,6,53,20057,20057:53
22,6,131,10052,10052:131
4,6,71,20032,20032:71
0,6,101,20011,20011:101
4,6,105,20063,20063:105
-4,6,81,20085,20085:81
7,6,53,10104,10104:53
0,6,67,20022,20022:67
0,6,83,20063,20063:83
-1,6,55,10086,10086:55
8,6,99,10125,10125:99
-2,6,69,10109,10109:69
-2,6,37,10109,10109:37
-2,6,135,10096,10096:135
0,6,137,20048,20048:137
-1,6,74,10054,10054:74
0,6,63,20082,20082:63
5,6,53,10105,10105:53
0,6,74,10033,10033:74
0,6,2,10041,10041:2
7,6,67,10019,10019:67
4,6,135,20069,20069:135
21,6,137,20083,20083:137
-2,6,131,10061,10061:131
-2,6,121,10122,10122:121
0,6,129,10027,10027:129
-2,6,21,10011,10011:21
16,6,63,10036,10036:63
9,6,71,10117,10117:71
0,6,14,10082,10082:14
-3,6,69,20051,20051:69
-4,6,101,10005,10005:101
11,6,109,20062,20062:109
0,6,67,10037,10037:67
1,6,63,10066,10066:63
-3,6,45,10046,10046:45
0,6,109,20077,20077:109
-2,6,81,10010,10010:81
14,6,55,20009,20009:55
-1,6,85,10080,10080:85
0,6,37,20074,20074:37
0,6,21,20051,20051:21
-1,6,137,10029,10029:137
27,6,129,10111,10111:129
4,6,21,20081,20081:21
6,6,63,20010,20010:63
0,6,101,10043,10043:101
32,6,105,10076,10076:105
0,6,121,10011,10011:121
2,6,21,10110,10110:21
2,6,115,10103,10103:115
10,6,21,20082,20082:21
0,6,95,10001,10001:95
-11,6,41,10002,10002:41
0,6,2,10082,10082:2
3,6,109,10094,10094:109
2,6,2,20086,20086:2
7,6,139,10109,10109:139
0,6,33,20088,20088:33
2,6,63,20057,20057:63
-5,6,74,10030,10030:74
2,6,77,10078,10078:77
2,6,45,10133,10133:45
-3,6,135,20012,20012:135
9,6,105,10019,10019:105
-9,6,81,20082,20082:81
11,6,41,10048,10048:41
0,6,37,20054,20054:37
0,6,67,10116,10116:67
30,6,77,10018,10018:77
-3,6,27,10102,10102:27
0,6,53,20047,20047:53
-41,6,113,10131,10131:113
2,6,2,10112,10112:2
0,6,71,10041,10041:71
5,6,53,20086,20086:53
0,6,115,20077,20077:115
15,6,129,20089,20089:129
0,6,33,20074,20074:33
2,6,41,20040,20040:41
-4,6,109,10020,10020:109
2,6,37,10053,10053:37
0,6,37,10073,10073:37
15,6,23,10096,10096:23
0,6,99,20026,20026:99
4,6,37,20025,20025:37
-16,6,139,10113,10113:139
3,6,53,10109,10109:53
-2,6,99,10001,10001:99
1,6,81,10116,10116:81
-3,6,23,10056,10056:23
0,6,131,20014,20014:131
-2,6,135,10050,10050:135
-2,6,74,10029,10029:74
-4,6,105,10108,10108:105
-1,6,2,20024,20024:2
8,6,113,20012,20012:113
4,6,105,20016,20016:105
5,6,139,20004,20004:139
-3,6,41,10053,10053:41
0,6,53,20055,20055:53
8,6,67,20009,20009:67
-4,6,99,10045,10045:99
34,6,105,10132,10132:105
-1,6,81,20020,20020:81
1,6,109,10080,10080:109
-1,6,95,10074,10074:95
-1,6,115,10042,10042:115
8,6,67,10046,10046:67
-1,6,137,10009,10009:137
1,6,81,10064,10064:81
-1,6,53,10018,10018:53
1,6,77,10117,10117:77
32,6,14,20054,20054:14
0,6,21,10109,10109:21
-24,6,101,10010,10010:101
30,6,53,10089,10089:53
0,6,115,10061,10061:115
1,6,115,10025,10025:115
-4,6,41,10108,10108:41
7,6,101,20062,20062:101
1,6,121,20023,20023:121
-1,6,83,20028,20028:83
0,6,129,20025,20025:129
2,6,95,10030,10030:95
-2,6,139,10108,10108:139
0,6,113,20002,20002:113
1,6,109,10073,10073:109
5,6,121,10049,10049:121
1,6,137,10008,10008:137
-4,6,2,10002,10002:2
-1,6,115,20063,20063:115
-12,6,14,10006,10006:14
1,6,37,10133,10133:37
0,6,129,20080,20080:129
-2,6,105,10055,10055:105
-1,6,135,10075,10075:135
3,6,74,20047,20047:74
31,6,69,10059,10059:69
0,6,137,20049,20049:137
2,6,101,20047,20047:101
-2,6,67,20078,20078:67
22,6,109,10075,10075:109
-4,6,121,10014,10014:121
-1,6,113,20020,20020:113
0,6,71,10012,10012:71
-2,6,2,10034,10034:2
0,6,69,20056,20056:69
13,6,137,10075,10075:137
18,6,67,20067,20067:67
-1,6,101,10104,10104:101
-1,6,2,10055,10055:2
-11,6,74,20011,20011:74
1,6,67,10045,10045:67
-7,6,33,10122,10122:33
17,6,121,10051,10051:121
-4,6,109,10055,10055:109
-1,6,14,10033,10033:14
36,6,55,10064,10064:55
17,6,69,10063,10063:69
-2,6,71,10010,10010:71
15,6,63,10020,10020:63
6,6,99,20062,20062:99
0,6,101,20035,20035:101
-1,6,131,20010,20010:131
-1,6,113,10027,10027:113
0,6,71,10047,10047:71
-2,6,74,10015,10015:74
17,6,14,10063,10063:14
2,6,129,10048,10048:129
-3,6,10,20016,20016:10
0,6,74,10047,10047:74
3,6,69,20057,20057:69
11,6,23,20009,20009:23
-8,6,129,20084,20084:129
17,6,131,10058,10058:131
0,6,83,20084,20084:83
0,6,2,10077,10077:2
6,6,33,20004,20004:33
-2,6,33,20046,20046:33
-10,6,121,20040,20040:121
0,6,37,10043,10043:37
6,6,63,10086,10086:63
14,6,115,10085,10085:115
-6,6,10,10049,10049:10
40,6,55,10001,10001:55
-2,6,53,10091,10091:53
5,6,14,10062,10062:14
-3,6,83,10067,10067:83
9,6,139,10103,10103:139
0,6,2,10024,10024:2
0,6,113,10038,10038:113
-4,6,69,20069,20069:69
1,6,113,10011,10011:113
-1,6,101,10102,10102:101
11,6,63,10034,10034:63
-2,6,109,20078,20078:109
-3,6,69,10012,10012:69
9,6,115,10041,10041:115
-2,6,10,10011,10011:10
0,6,83,20062,20062:83
0,6,2,10042,10042:2
16,6,105,20014,20014:105
-1,6,131,10109,10109:131
-2,6,81,20024,20024:81
0,6,53,20074,20074:53
0,6,77,20055,20055:77
-6,6,67,20028,20028:67
8,6,81,10119,10119:81
45,6,105,10110,10110:105
-11,6,129,10008,10008:129
-3,6,71,10109,10109:71
-2,6,23,20047,20047:23
19,6,63,10064,10064:63
2,6,37,10044,10044:37
0,6,37,10067,10067:37
0,6,113,20087,20087:113
-15,6,74,10110,10110:74
0,6,27,10053,10053:27
-1,6,69,10020,10020:69
0,6,67,20055,20055:67
0,6,10,20074,20074:10
7,6,85,20087,20087:85
1,6,41,10125,10125:41
3,6,21,20056,20056:21
0,6,33,10042,10042:33
7,6,95,20009,20009:95
5,6,67,10089,10089:67
2,6,71,10053,10053:71
-1,6,85,10011,10011:85
12,6,71,20004,20004:71
1,6,23,10103,10103:23
20,6,41,10063,10063:41
13,6,71,10115,10115:71
2,6,33,10125,10125:33
-6,6,85,10091,10091:85
13,6,109,10131,10131:109
-3,6,129,20047,20047:129
-1,6,71,10071,10071:71
4,6,105,10020,10020:105
-9,6,137,10061,10061:137
19,6,33,10051,10051:33
1,6,45,10064,10064:45
-1,6,14,10054,10054:14
-2,6,69,10034,10034:69
6,6,14,20023,20023:14
1,6,81,10041,10041:81
-1,6,101,10018,10018:101
-3,6,14,10102,10102:14
0,6,81,10050,10050:81
0,6,71,20075,20075:71
-2,6,23,20069,20069:23
-1,6,63,10082,10082:63
-1,6,21,20020,20020:21
1,6,21,20039,20039:21
7,6,137,10049,10049:137
-2,6,109,10037,10037:109
-2,6,10,10061,10061:10
2,6,37,10125,10125:37
15,6,137,10065,10065:137
31,6,81,10111,10111:81
-1,6,101,20023,20023:101
-2,6,21,10056,10056:21
2,6,139,20082,20082:139
-1,6,129,20057,20057:129
-1,6,55,10006,10006:55
-2,6,71,20037,20037:71
33,6,71,10042,10042:71
-5,6,53,10005,10005:53
0,6,135,10058,10058:135
-6,6,14,10098,10098:14
-4,6,69,10120,10120:69
-2,6,99,10059,10059:99
-1,6,69,10088,10088:69
2,6,101,10132,10132:101
-1,6,41,10028,10028:41
0,6,55,20021,20021:55
-2,6,109,10019,10019:109
-6,6,131,10015,10015:131
-13,6,99,10122,10122:99
0,6,63,20018,20018:63
0,6,121,20039,20039:121
27,6,2,10039,10039:2
22,6,137,10117,10117:137
11,6,109,20036,20036:109
-9,6,45,20081,20081:45
2,6,109,20037,20037:109
44,6,69,20054,20054:69
13,6,131,10085,10085:131
-2,6,41,20054,20054:41
0,6,69,10073,10073:69
2,6,131,10098,10098:131
-3,6,121,10063,10063:121
-50,6,139,10088,10088:139
6,6,27,10052,10052:27
-35,6,113,10051,10051:113
0,6,81,10044,10044:81
1,6,37,20047,20047:37
-1,6,137,20008,20008:137
-1,6,14,10037,10037:14
7,6,129,10074,10074:129
0,6,95,20087,20087:95
-1,6,10,10035,10035:10
7,6,71,20028,20028:71
-7,6,69,10099,10099:69
7,6,53,10025,10025:53
8,6,115,20012,20012:115
-2,6,55,10004,10004:55
2,6,53,10048,10048:53
-22,6,23,10010,10010:23
0,6,71,10060,10060:71
7,6,74,20080,20080:74
-2,6,85,10102,10102:85
-19,6,23,10034,10034:23
15,6,69,10095,10095:69
0,6,99,10038,10038:99
0,6,41,20026,20026:41
0,6,27,20023,20023:27
17,6,121,10078,10078:121
-1,6,113,10034,10034:113
-28,6,139,10132,10132:139
13,6,71,10085,10085:71
0,6,45,20028,20028:45
13,6,21,20028,20028:21
3,6,21,10048,10048:21
1,6,137,20067,20067:137
0,6,109,10059,10059:109
0,6,101,10038,10038:101
-8,6,131,20084,20084:131
1,6,14,10043,10043:14
0,6,27,10003,10003:27
1,6,74,10052,10052:74
-9,6,85,20069,20069:85
0,6,74,20006,20006:74
5,6,115,20028,20028:115
2,6,69,10038,10038:69
-6,6,45,20019,20019:45
-30,6,63,20039,20039:63
0,6,69,20018,20018:69
14,6,21,20089,20089:21
0,6,41,20074,20074:41
0,6,21,10024,10024:21
0,6,137,20089,20089:137
8,6,14,20088,20088:14
12,6,101,10083,10083:101
0,6,77,10114,10114:77
0,6,2,20085,20085:2
6,6,81,10061,10061:81
0,6,74,20037,20037:74
17,6,77,10094,10094:77
-6,6,81,10032,10032:81
-2,6,10,10030,10030:10
-2,6,113,10042,10042:113
1,6,83,10024,10024:83
2,6,21,10063,10063:21
3,6,67,10083,10083:67
7,6,105,10105,10105:105
1,6,85,10099,10099:85
9,6,55,10120,10120:55
0,6,137,20010,20010:137
6,6,74,10119,10119:74
-1,6,131,20078,20078:131
0,6,115,20080,20080:115
-1,6,83,20054,20054:83
2,6,135,10060,10060:135
-2,6,95,10046,10046:95
2,6,113,10085,10085:113
-15,6,83,10066,10066:83
1,6,45,10038,10038:45
10,6,129,20062,20062:129
0,6,33,20032,20032:33
26,6,121,10018,10018:121
0,6,33,10054,10054:33
3,6,137,10050,10050:137
2,6,121,20037,20037:121
-2,6,113,10010,10010:113
12,6,115,10014,10014:115
2,6,53,20025,20025:53
-3,6,139,20047,20047:139
2,6,10,10052,10052:10
20,6,115,10001,10001:115
-12,6,45,10100,10100:45
-2,6,85,10076,10076:85
0,6,2,10120,10120:2
-1,6,95,10029,10029:95
-45,6,71,10131,10131:71
15,6,23,10055,10055:23
1,6,81,10038,10038:81
0,6,53,10132,10132:53
1,6,135,10113,10113:135
3,6,135,10044,10044:135
0,6,81,20022,20022:81
-3,6,101,20069,20069:101
2,6,113,10050,10050:113
32,6,113,20055,20055:113
0,6,81,20044,20044:81
1,6,129,10084,10084:129
-3,6,105,20069,20069:105
-2,6,131,10005,10005:131
0,6,109,20022,20022:109
6,6,109,20068,20068:109
0,6,95,10018,10018:95
-3,6,14,10009,10009:14
9,6,67,10025,10025:67
4,6,99,10086,10086:99
4,6,63,20019,20019:63
-4,6,14,10096,10096:14
2,6,53,10033,10033:53
0,6,131,20065,20065:131
0,6,115,10050,10050:115
-2,6,101,10009,10009:101
0,6,115,20055,20055:115
0,6,67,10067,10067:67
14,6,131,20046,20046:131
-1,6,139,10089,10089:139
1,6,53,20039,20039:53
50,6,69,10019,10019:69
-8,6,55,20029,20029:55
17,6,83,10014,10014:83
1,6,45,10132,10132:45
2,6,55,20002,20002:55
-3,6,2,10108,10108:2
-15,6,85,10104,10104:85
0,6,131,10008,10008:131
5,6,69,10044,10044:69
15,6,14,20020,20020:14
2,6,74,10117,10117:74
0,6,55,10033,10033:55
1,6,55,10100,10100:55
-9,6,99,10115,10115:99
0,6,67,20002,20002:67
-9,6,67,20082,20082:67
-4,6,113,10091,10091:113
7,6,63,10073,10073:63
-1,6,67,20019,20019:67
50,6,105,10001,10001:105
0,6,109,20042,20042:109
3,6,45,20023,20023:45
-2,6,109,10009,10009:109
5,6,137,20023,20023:137
1,6,2,10064,10064:2
1,6,33,20057,20057:33
-6,6,95,10094,10094:95
-2,6,71,10101,10101:71
-2,6,83,10133,10133:83
-2,6,74,10055,10055:74
2,6,129,10060,10060:129
0,6,113,20077,20077:113
9,6,139,20090,20090:139
16,6,99,20009,20009:99
-3,6,115,10063,10063:115
-4,6,77,10065,10065:77
1,6,99,20042,20042:99
4,6,77,10115,10115:77
-8,6,113,20036,20036:113
2,6,81,10090,10090:81
-1,6,95,10115,10115:95
-1,6,139,20078,20078:139
-8,6,85,20084,20084:85
24,6,109,10049,10049:109
-34,6,85,10041,10041:85
0,6,37,10102,10102:37
-15,6,109,20004,20004:109
-2,6,135,10018,10018:135
3,6,137,10095,10095:137
-45,6,115,10102,10102:115
10,6,113,20073,20073:113
0,6,101,20042,20042:101
10,6,27,10083,10083:27
8,6,27,10013,10013:27
4,6,81,20023,20023:81
1,6,105,10080,10080:105
8,6,27,20082,20082:27
3,6,37,20057,20057:37
50,6,95,10119,10119:95
7,6,45,10025,10025:45
3,6,77,10099,10099:77
-5,6,115,10109,10109:115
0,6,109,20011,20011:109
0,6,101,20074,20074:101
0,6,81,20021,20021:81
0,6,33,10024,10024:33
2,6,27,20065,20065:27
50,6,63,10059,10059:63
1,6,63,10033,10033:63
0,6,63,20022,20022:63
20,6,23,10020,10020:23
0,6,55,10102,10102:55
2,6,10,10097,10097:10
0,6,85,20082,20082:85
3,6,41,10066,10066:41
-1,6,95,10011,10011:95
0,6,105,20044,20044:105
-2,6,137,10055,10055:137
-2,6,113,10020,10020:113
-2,6,83,10028,10028:83
2,6,67,10095,10095:67
-1,6,115,10046,10046:115
-3,6,95,10071,10071:95
0,6,21,10073,10073:21
0,6,63,20014,20014:63
-4,6,71,20081,20081:71
0,6,74,10032,10032:74
17,6,131,10075,10075:131
10,6,139,20062,20062:139
-6,6,101,10041,10041:101
1,6,129,10050,10050:129
4,6,77,10098,10098:77
1,6,121,20069,20069:121
50,6,23,10025,10025:23
5,6,45,10032,10032:45
1,6,113,20037,20037:113
-2,6,115,20081,20081:115
50,6,105,20089,20089:105
0,6,74,10073,10073:74
37,6,105,10064,10064:105
0,6,71,20088,20088:71
-2,6,33,10035,10035:33
-1,6,2,20039,20039:2
1,6,135,20057,20057:135
0,6,55,10054,10054:55
8,6,69,20074,20074:69
0,6,109,20026,20026:109
-4,6,37,10003,10003:37
23,6,37,10063,10063:37
-1,6,77,20054,20054:77
0,6,99,20087,20087:99
0,6,53,10036,10036:53
0,6,63,20055,20055:63
0,6,37,10071,10071:37
-10,6,27,20004,20004:27
-13,6,71,20087,20087:71
0,6,2,20056,20056:2
2,6,45,20025,20025:45
-1,6,85,10054,10054:85
16,6,95,10078,10078:95
0,6,63,10009,10009:63
-2,6,101,10071,10071:101
17,6,63,10117,10117:63
0,6,23,10024,10024:23
21,6,105,10083,10083:105
-2,6,21,20054,20054:21
1,6,95,10099,10099:95
-1,6,137,10030,10030:137
-1,6,74,20039,20039:74
-3,6,77,10105,10105:77
-2,6,33,10020,10020:33
-2,6,101,20056,20056:101
9,6,121,10004,10004:121
-13,6,83,10095,10095:83
0,6,10,20082,20082:10
1,6,113,10039,10039:113
0,6,115,10132,10132:115
37,6,63,10125,10125:63
45,6,33,10043,10043:33
-1,6,99,10041,10041:99
16,6,121,10094,10094:121
-1,6,74,10059,10059:74
-3,6,33,10102,10102:33
3,6,69,20032,20032:69
0,6,37,10009,10009:37
1,6,95,10027,10027:95
0,6,129,20032,20032:129
25,6,2,20069,20069:2
-2,6,139,10091,10091:139
3,6,2,20090,20090:2
4,6,109,10062,10062:109
-3,6,99,20069,20069:99
0,6,95,20024,20024:95
12,6,115,10045,10045:115
-2,6,135,10065,10065:135
20,6,121,10067,10067:121
0,6,131,20011,20011:131
0,6,137,10060,10060:137
0,6,115,20022,20022:115
-5,6,23,10108,10108:23
2,6,137,20025,20025:137
0,6,10,10082,10082:10
1,6,2,10052,10052:2
2,6,99,10110,10110:99
1,6,129,10125,10125:129
30,6,105,10065,10065:105
1,6,95,10051,10051:95
2,6,139,20025,20025:139
3,6,109,10077,10077:109
-5,6,27,20048,20048:27
-3,6,41,20069,20069:41
0,6,14,20082,20082:14
13,6,83,10085,10085:83
-2,6,41,10046,10046:41
-13,6,14,20018,20018:14
5,6,113,20090,20090:113
2,6,37,20090,20090:37
0,6,71,10009,10009:71
50,6,10,10112,10112:10
-3,6,77,10055,10055:77
12,6,83,10105,10105:83
-11,6,83,10008,10008:83
2,6,121,20054,20054:121
-2,6,85,10035,10035:85
25,6,63,10012,10012:63
-2,6,23,20063,20063:23
23,6,63,10042,10042:63
-9,6,121,10058,10058:121
10,6,77,10045,10045:77
3,6,41,20023,20023:41
2,6,53,10087,10087:53
22,6,14,10027,10027:14
5,6,45,10096,10096:45
15,6,109,10119,10119:109
10,6,115,10097,10097:115
2,6,14,10058,10058:14
-15,6,99,20004,20004:99
2,6,95,20042,20042:95
0,6,74,20005,20005:74
18,6,129,10094,10094:129
0,6,81,20032,20032:81
0,6,83,20074,20074:83
-1,6,95,10088,10088:95
8,6,83,10002,10002:83
6,6,77,20090,20090:77
-1,6,115,20024,20024:115
-2,6,131,10004,10004:131
-1,6,139,10030,10030:139
0,6,81,10073,10073:81
-3,6,33,10003,10003:33
15,6,55,20042,20042:55
1,6,27,10099,10099:27
50,6,137,10112,10112:137
-2,6,63,20054,20054:63
2,6,10,10098,10098:10
0,6,67,10042,10042:67
0,6,67,20039,20039:67
-2,6,129,10034,10034:129
3,6,14,10094,10094:14
-3,6,131,10055,10055:131
-4,6,77,10005,10005:77
3,6,95,10132,10132:95
15,6,69,20006,20006:69
2,6,10,20086,20086:10
-1,6,63,10010,10010:63
21,6,53,10049,10049:53
0,6,139,20081,20081:139
0,6,77,20019,20019:77
2,6,27,10103,10103:27
-2,6,55,10071,10071:55
5,6,95,10003,10003:95
-2,6,85,10010,10010:85
0,6,131,20016,20016:131
5,6,81,10096,10096:81
40,6,101,10112,10112:101
0,6,101,10054,10054:101
0,6,81,10036,10036:81
-9,6,83,20082,20082:83
-3,6,74,10034,10034:74
-6,6,99,10066,10066:99
0,6,121,20087,20087:121
0,6,21,10020,10020:21
3,6,10,20054,20054:10
-12,6,67,20010,20010:67
17,6,37,10051,10051:37
-4,6,33,20063,20063:33
-2,6,135,10055,10055:135
0,6,113,20082,20082:113
1,6,139,10094,10094:139
2,6,23,20086,20086:23
-2,6,129,10021,10021:129
-1,6,27,10087,10087:27
39,6,105,10062,10062:105
0,6,21,10113,10113:21
4,6,131,20067,20067:131
-3,6,81,10115,10115:81
-2,6,137,10019,10019:137
-15,6,23,20090,20090:23
1,6,33,10082,10082:33
33,6,53,10133,10133:53
0,6,37,20088,20088:37
41,6,105,20080,20080:105
8,6,113,10004,10004:113
1,6,23,10125,10125:23
-13,6,99,10058,10058:99
2,6,83,10116,10116:83
-5,6,14,10088,10088:14
37,6,137,10111,10111:137
18,6,69,10049,10049:69
2,6,101,10116,10116:101
-15,6,129,20040,20040:129
-4,6,63,10014,10014:63
-2,6,63,20024,20024:63
2,6,21,20011,20011:21
-2,6,121,10006,10006:121
2,6,77,20023,20023:77
5,6,139,20028,20028:139
0,6,105,20026,20026:105
0,6,83,10019,10019:83
1,6,27,10019,10019:27
-2,6,131,20019,20019:131
3,6,14,20057,20057:14
-2,6,121,20036,20036:121
6,6,27,20077,20077:27
-1,6,63,10006,10006:63
4,6,81,20047,20047:81
0,6,27,20044,20044:27
37,6,109,20054,20054:109
0,6,63,20032,20032:63
0,6,2,10028,10028:2
0,6,109,20044,20044:109
16,6,105,20088,20088:105
-3,6,55,10018,10018:55
-1,6,53,10037,10037:53
2,6,63,20077,20077:63
0,6,137,10053,10053:137
0,6,95,10063,10063:95
-2,6,2,20047,20047:2
13,6,77,20002,20002:77
-2,6,109,10014,10014:109
-2,6,95,10052,10052:95
5,6,23,10086,10086:23
3,6,37,10060,10060:37
2,6,37,10095,10095:37
0,6,53,20040,20040:53
2,6,129,10044,10044:129
2,6,81,10098,10098:81
0,6,71,20039,20039:71
-1,6,55,10037,10037:55
0,6,33,10094,10094:33
50,6,21,10039,10039:21
0,6,74,10003,10003:74
-4,6,33,10056,10056:33
9,6,45,10040,10040:45
1,6,41,10091,10091:41
50,6,2,20048,20048:2
0,6,99,20018,20018:99
7,6,37,10006,10006:37
0,6,55,10036,10036:55
-2,6,139,10021,10021:139
4,6,63,10029,10029:63
7,6,77,10050,10050:77
1,6,33,10133,10133:33
0,6,113,20022,20022:113
-1,6,83,10122,10122:83
0,6,33,20044,20044:33
4,6,37,10117,10117:37
0,6,109,10011,10011:109
14,6,21,20006,20006:21
0,6,85,10042,10042:85
-5,6,10,20010,20010:10
-1,6,37,10002,10002:37
-2,6,10,10014,10014:10
2,6,83,20002,20002:83
0,6,77,10024,10024:77
1,6,33,10025,10025:33
4,6,99,20023,20023:99
-7,6,77,20074,20074:77
-3,6,74,20051,20051:74
0,6,113,10013,10013:113
0,6,81,20025,20025:81
-1,6,105,10063,10063:105
-10,6,23,20011,20011:23
3,6,37,10115,10115:37
1,6,71,20067,20067:71
0,6,21,20088,20088:21
0,6,37,10019,10019:37
0,6,115,20075,20075:115
29,6,63,10037,10037:63
6,6,37,10061,10061:37
3,6,74,20077,20077:74
-5,6,2,20011,20011:2
47,6,121,10003,10003:121
4,6,101,10078,10078:101
1,6,115,10026,10026:115
0,6,55,20005,20005:55
13,6,45,10083,10083:45
2,6,131,10110,10110:131
-4,6,67,10020,10020:67
4,6,63,20003,20003:63
4,6,105,10117,10117:105
1,6,77,10113,10113:77
7,6,45,20084,20084:45
-2,6,101,10056,10056:101
50,6,23,10114,10114:23
0,6,83,10058,10058:83
-1,6,109,10030,10030:109
2,6,37,20046,20046:37
2,6,81,10026,10026:81
2,6,74,10090,10090:74
1,6,121,20022,20022:121
1,6,121,10033,10033:121
0,6,53,20024,20024:53
9,6,105,10109,10109:105
11,6,23,20012,20012:23
0,6,55,20040,20040:55
6,6,69,20028,20028:69
0,6,55,20022,20022:55
16,6,2,10051,10051:2
2,6,81,10131,10131:81
39,6,135,10112,10112:135
0,6,129,10088,10088:129
9,6,14,10115,10115:14
32,6,83,10071,10071:83
9,6,131,10020,10020:131
6,6,105,10087,10087:105
3,6,113,10122,10122:113
0,6,81,20055,20055:81
-11,6,63,20004,20004:63
2,6,81,20078,20078:81
-2,6,27,20012,20012:27
4,6,21,20002,20002:21
0,6,81,20011,20011:81
2,6,71,10086,10086:71
16,6,129,10132,10132:129
1,6,95,10122,10122:95
-15,6,55,20045,20045:55
35,6,129,10110,10110:129
-2,6,67,10029,10029:67
12,6,63,10083,10083:63
13,6,14,10014,10014:14
2,6,77,10077,10077:77
0,6,105,20065,20065:105
0,6,83,20077,20077:83
0,6,33,20042,20042:33
0,6,83,20011,20011:83
-1,6,53,10055,10055:53
0,6,115,20032,20032:115
0,6,139,20065,20065:139
-2,6,115,10010,10010:115
0,6,121,20024,20024:121
3,6,113,10117,10117:113
0,6,135,10059,10059:135
1,6,139,10008,10008:139
0,6,37,20075,20075:37
-4,6,27,10062,10062:27
3,6,109,10116,10116:109
29,6,109,10028,10028:109
20,6,14,10061,10061:14
2,6,2,10103,10103:2
-3,6,137,20012,20012:137
-1,6,81,10053,10053:81
9,6,121,10103,10103:121
10,6,45,10067,10067:45
0,6,137,20063,20063:137
0,6,95,20039,20039:95
1,6,45,10044,10044:45
-2,6,83,10046,10046:83
1,6,95,10050,10050:95
12,6,45,10002,10002:45
-1,6,14,10024,10024:14
1,6,131,20057,20057:131
