a,g,item,resp,id,b,s,m,r2
11,M,S3WantShout,no,2,shout,self,want,N
17,F,S3WantShout,no,3,shout,self,want,N
21,F,S3WantShout,no,4,shout,self,want,N
17,F,S3WantShout,no,5,shout,self,want,N
21,F,S3WantShout,perhaps,6,shout,self,want,Y
39,F,S3WantShout,perhaps,7,shout,self,want,Y
21,F,S3WantShout,no,8,shout,self,want,N
24,F,S3WantShout,perhaps,9,shout,self,want,Y
16,F,S3WantShout,perhaps,10,shout,self,want,Y
15,F,S3WantShout,perhaps,11,shout,self,want,Y
18,F,S3WantShout,perhaps,12,shout,self,want,Y
36,M,S3WantShout,no,13,shout,self,want,N
22,M,S3WantShout,perhaps,14,shout,self,want,Y
16,F,S3WantShout,perhaps,15,shout,self,want,Y
18,F,S3WantShout,no,16,shout,self,want,N
23,F,S3WantShout,no,17,shout,self,want,N
16,F,S3WantShout,perhaps,18,shout,self,want,Y
21,F,S3WantShout,no,19,shout,self,want,N
25,F,S3WantShout,no,20,shout,self,want,N
22,F,S3WantShout,no,21,shout,self,want,N
15,F,S3WantShout,perhaps,22,shout,self,want,Y
26,F,S3WantShout,yes,23,shout,self,want,Y
13,F,S3WantShout,perhaps,24,shout,self,want,Y
33,F,S3WantShout,perhaps,25,shout,self,want,Y
17,F,S3WantShout,no,26,shout,self,want,N
17,F,S3WantShout,no,27,shout,self,want,N
22,F,S3WantShout,perhaps,28,shout,self,want,Y
21,M,S3WantShout,no,29,shout,self,want,N
17,F,S3WantShout,perhaps,30,shout,self,want,Y
19,F,S3WantShout,no,31,shout,self,want,N
18,M,S3WantShout,perhaps,32,shout,self,want,Y
33,M,S3WantShout,no,33,shout,self,want,N
19,F,S3WantShout,no,34,shout,self,want,N
25,F,S3WantShout,no,35,shout,self,want,N
17,F,S3WantShout,perhaps,36,shout,self,want,Y
12,F,S3WantShout,perhaps,37,shout,self,want,Y
14,F,S3WantShout,no,38,shout,self,want,N
25,M,S3WantShout,no,39,shout,self,want,N
22,M,S3WantShout,no,40,shout,self,want,N
20,F,S3WantShout,perhaps,41,shout,self,want,Y
25,F,S3WantShout,yes,42,shout,self,want,Y
12,F,S3WantShout,no,43,shout,self,want,N
16,F,S3WantShout,no,44,shout,self,want,N
23,F,S3WantShout,no,45,shout,self,want,N
19,F,S3WantShout,no,46,shout,self,want,N
22,F,S3WantShout,no,47,shout,self,want,N
15,F,S3WantShout,no,48,shout,self,want,N
25,F,S3WantShout,no,49,shout,self,want,N
35,F,S3WantShout,no,50,shout,self,want,N
24,F,S3WantShout,no,51,shout,self,want,N
24,F,S3WantShout,no,52,shout,self,want,N
13,F,S3WantShout,perhaps,53,shout,self,want,Y
26,F,S3WantShout,no,54,shout,self,want,N
25,F,S3WantShout,perhaps,55,shout,self,want,Y
20,F,S3WantShout,yes,56,shout,self,want,Y
27,F,S3WantShout,no,57,shout,self,want,N
19,F,S3WantShout,perhaps,58,shout,self,want,Y
15,M,S3WantShout,no,59,shout,self,want,N
18,F,S3WantShout,perhaps,60,shout,self,want,Y
26,F,S3WantShout,yes,61,shout,self,want,Y
26,F,S3WantShout,perhaps,62,shout,self,want,Y
23,F,S3WantShout,perhaps,63,shout,self,want,Y
20,F,S3WantShout,perhaps,64,shout,self,want,Y
18,F,S3WantShout,no,65,shout,self,want,N
30,F,S3WantShout,no,66,shout,self,want,N
24,F,S3WantShout,perhaps,67,shout,self,want,Y
22,F,S3WantShout,yes,68,shout,self,want,Y
19,F,S3WantShout,no,69,shout,self,want,N
13,F,S3WantShout,perhaps,70,shout,self,want,Y
17,F,S3WantShout,no,71,shout,self,want,N
29,F,S3WantShout,no,72,shout,self,want,N
12,F,S3WantShout,no,73,shout,self,want,N
19,F,S3WantShout,no,74,shout,self,want,N
23,F,S3WantShout,no,75,shout,self,want,N
11,F,S3WantShout,no,76,shout,self,want,N
18,F,S3WantShout,no,77,shout,self,want,N
22,F,S3WantShout,no,78,shout,self,want,N
22,M,S3WantShout,no,79,shout,self,want,N
19,M,S3WantShout,no,80,shout,self,want,N
19,M,S3WantShout,no,81,shout,self,want,N
21,F,S3WantShout,no,82,shout,self,want,N
25,F,S3WantShout,no,83,shout,self,want,N
19,F,S3WantShout,no,84,shout,self,want,N
26,F,S3WantShout,no,85,shout,self,want,N
18,F,S3WantShout,no,86,shout,self,want,N
20,F,S3WantShout,perhaps,87,shout,self,want,Y
17,F,S3WantShout,no,88,shout,self,want,N
17,M,S3WantShout,no,89,shout,self,want,N
16,F,S3WantShout,no,90,shout,self,want,N
22,F,S3WantShout,no,91,shout,self,want,N
16,F,S3WantShout,no,92,shout,self,want,N
19,M,S3WantShout,no,93,shout,self,want,N
20,M,S3WantShout,no,94,shout,self,want,N
22,F,S3WantShout,no,95,shout,self,want,N
18,F,S3WantShout,no,96,shout,self,want,N
26,F,S3WantShout,no,97,shout,self,want,N
23,F,S3WantShout,no,98,shout,self,want,N
15,F,S3WantShout,no,99,shout,self,want,N
18,F,S3WantShout,no,100,shout,self,want,N
27,F,S3WantShout,no,101,shout,self,want,N
21,F,S3WantShout,no,102,shout,self,want,N
21,F,S3WantShout,no,103,shout,self,want,N
15,F,S3WantShout,no,104,shout,self,want,N
17,F,S3WantShout,perhaps,105,shout,self,want,Y
15,F,S3WantShout,no,106,shout,self,want,N
23,F,S3WantShout,no,107,shout,self,want,N
23,F,S3WantShout,perhaps,108,shout,self,want,Y
19,F,S3WantShout,no,109,shout,self,want,N
21,F,S3WantShout,no,110,shout,self,want,N
18,F,S3WantShout,no,111,shout,self,want,N
18,F,S3WantShout,no,112,shout,self,want,N
16,F,S3WantShout,no,113,shout,self,want,N
20,F,S3WantShout,no,114,shout,self,want,N
24,F,S3WantShout,perhaps,115,shout,self,want,Y
26,F,S3WantShout,no,116,shout,self,want,N
20,F,S3WantShout,perhaps,117,shout,self,want,Y
22,F,S3WantShout,no,118,shout,self,want,N
16,M,S3WantShout,no,119,shout,self,want,N
18,M,S3WantShout,perhaps,120,shout,self,want,Y
19,F,S3WantShout,no,121,shout,self,want,N
25,F,S3WantShout,no,122,shout,self,want,N
22,F,S3WantShout,no,123,shout,self,want,N
23,M,S3WantShout,yes,124,shout,self,want,Y
21,F,S3WantShout,no,125,shout,self,want,N
13,F,S3WantShout,no,126,shout,self,want,N
16,F,S3WantShout,no,127,shout,self,want,N
21,F,S3WantShout,no,128,shout,self,want,N
15,F,S3WantShout,no,129,shout,self,want,N
23,F,S3WantShout,no,130,shout,self,want,N
17,F,S3WantShout,no,131,shout,self,want,N
14,F,S3WantShout,perhaps,132,shout,self,want,Y
29,F,S3WantShout,no,133,shout,self,want,N
24,F,S3WantShout,no,134,shout,self,want,N
15,F,S3WantShout,no,135,shout,self,want,N
25,F,S3WantShout,no,136,shout,self,want,N
17,F,S3WantShout,no,137,shout,self,want,N
17,M,S3WantShout,no,138,shout,self,want,N
28,M,S3WantShout,no,139,shout,self,want,N
15,F,S3WantShout,no,140,shout,self,want,N
19,F,S3WantShout,no,141,shout,self,want,N
26,F,S3WantShout,no,142,shout,self,want,N
18,F,S3WantShout,perhaps,143,shout,self,want,Y
11,F,S3WantShout,no,144,shout,self,want,N
25,F,S3WantShout,perhaps,145,shout,self,want,Y
28,F,S3WantShout,no,146,shout,self,want,N
25,F,S3WantShout,no,147,shout,self,want,N
14,F,S3WantShout,no,148,shout,self,want,N
17,F,S3WantShout,no,149,shout,self,want,N
18,F,S3WantShout,no,150,shout,self,want,N
22,M,S3WantShout,no,151,shout,self,want,N
17,F,S3WantShout,no,152,shout,self,want,N
15,M,S3WantShout,no,153,shout,self,want,N
16,M,S3WantShout,no,154,shout,self,want,N
22,M,S3WantShout,yes,155,shout,self,want,Y
21,F,S3WantShout,no,156,shout,self,want,N
19,F,S3WantShout,no,157,shout,self,want,N
21,F,S3WantShout,no,158,shout,self,want,N
16,F,S3WantShout,no,159,shout,self,want,N
17,F,S3WantShout,no,160,shout,self,want,N
15,M,S3WantShout,no,161,shout,self,want,N
27,M,S3WantShout,perhaps,162,shout,self,want,Y
21,M,S3WantShout,perhaps,163,shout,self,want,Y
19,F,S3WantShout,perhaps,164,shout,self,want,Y
17,F,S3WantShout,no,165,shout,self,want,N
21,F,S3WantShout,no,166,shout,self,want,N
24,M,S3WantShout,no,167,shout,self,want,N
20,F,S3WantShout,no,168,shout,self,want,N
16,M,S3WantShout,no,169,shout,self,want,N
14,F,S3WantShout,no,170,shout,self,want,N
14,F,S3WantShout,no,171,shout,self,want,N
20,M,S3WantShout,yes,172,shout,self,want,Y
23,F,S3WantShout,no,173,shout,self,want,N
23,M,S3WantShout,no,174,shout,self,want,N
23,F,S3WantShout,no,175,shout,self,want,N
23,F,S3WantShout,no,176,shout,self,want,N
18,M,S3WantShout,yes,177,shout,self,want,Y
22,F,S3WantShout,perhaps,178,shout,self,want,Y
20,F,S3WantShout,perhaps,179,shout,self,want,Y
23,F,S3WantShout,no,180,shout,self,want,N
16,M,S3WantShout,no,181,shout,self,want,N
18,F,S3WantShout,no,182,shout,self,want,N
12,F,S3WantShout,no,183,shout,self,want,N
17,F,S3WantShout,no,184,shout,self,want,N
21,F,S3WantShout,no,185,shout,self,want,N
21,F,S3WantShout,no,186,shout,self,want,N
16,F,S3WantShout,no,187,shout,self,want,N
19,M,S3WantShout,no,188,shout,self,want,N
19,M,S3WantShout,no,189,shout,self,want,N
13,M,S3WantShout,no,190,shout,self,want,N
31,M,S3WantShout,no,191,shout,self,want,N
23,F,S3WantShout,no,192,shout,self,want,N
25,F,S3WantShout,no,193,shout,self,want,N
19,F,S3WantShout,no,194,shout,self,want,N
11,F,S3WantShout,yes,195,shout,self,want,Y
28,F,S3WantShout,no,196,shout,self,want,N
27,F,S3WantShout,no,197,shout,self,want,N
16,M,S3WantShout,no,198,shout,self,want,N
16,M,S3WantShout,no,199,shout,self,want,N
16,F,S3WantShout,perhaps,200,shout,self,want,Y
13,F,S3WantShout,perhaps,201,shout,self,want,Y
21,M,S3WantShout,no,202,shout,self,want,N
19,M,S3WantShout,no,203,shout,self,want,N
20,F,S3WantShout,no,204,shout,self,want,N
13,M,S3WantShout,no,205,shout,self,want,N
15,M,S3WantShout,no,206,shout,self,want,N
14,F,S3WantShout,no,207,shout,self,want,N
15,F,S3WantShout,no,208,shout,self,want,N
23,M,S3WantShout,no,209,shout,self,want,N
13,M,S3WantShout,no,210,shout,self,want,N
21,M,S3WantShout,no,211,shout,self,want,N
19,F,S3WantShout,no,212,shout,self,want,N
23,F,S3WantShout,no,213,shout,self,want,N
20,M,S3WantShout,no,214,shout,self,want,N
19,M,S3WantShout,no,215,shout,self,want,N
14,F,S3WantShout,no,216,shout,self,want,N
18,M,S3WantShout,no,217,shout,self,want,N
22,M,S3WantShout,no,218,shout,self,want,N
23,M,S3WantShout,perhaps,219,shout,self,want,Y
24,M,S3WantShout,no,220,shout,self,want,N
20,F,S3WantShout,perhaps,221,shout,self,want,Y
22,F,S3WantShout,no,222,shout,self,want,N
19,F,S3WantShout,no,223,shout,self,want,N
19,F,S3WantShout,no,224,shout,self,want,N
11,M,S3WantShout,yes,225,shout,self,want,Y
26,F,S3WantShout,no,226,shout,self,want,N
19,F,S3WantShout,no,227,shout,self,want,N
11,M,S3WantShout,no,228,shout,self,want,N
13,F,S3WantShout,no,229,shout,self,want,N
19,F,S3WantShout,no,230,shout,self,want,N
17,F,S3WantShout,perhaps,231,shout,self,want,Y
16,M,S3WantShout,perhaps,232,shout,self,want,Y
18,F,S3WantShout,no,233,shout,self,want,N
27,M,S3WantShout,no,234,shout,self,want,N
18,F,S3WantShout,no,235,shout,self,want,N
17,F,S3WantShout,no,236,shout,self,want,N
20,F,S3WantShout,no,237,shout,self,want,N
18,F,S3WantShout,no,238,shout,self,want,N
14,F,S3WantShout,no,239,shout,self,want,N
17,F,S3WantShout,no,240,shout,self,want,N
18,F,S3WantShout,no,241,shout,self,want,N
15,F,S3WantShout,perhaps,242,shout,self,want,Y
18,F,S3WantShout,perhaps,243,shout,self,want,Y
27,F,S3WantShout,no,244,shout,self,want,N
22,F,S3WantShout,no,245,shout,self,want,N
18,F,S3WantShout,no,246,shout,self,want,N
30,M,S3WantShout,perhaps,247,shout,self,want,Y
13,F,S3WantShout,no,248,shout,self,want,N
22,M,S3WantShout,no,249,shout,self,want,N
19,F,S3WantShout,no,250,shout,self,want,N
13,F,S3WantShout,no,251,shout,self,want,N
34,F,S3WantShout,no,252,shout,self,want,N
19,F,S3WantShout,no,253,shout,self,want,N
23,M,S3WantShout,no,254,shout,self,want,N
21,F,S3WantShout,no,255,shout,self,want,N
18,F,S3WantShout,no,256,shout,self,want,N
18,F,S3WantShout,no,257,shout,self,want,N
15,M,S3WantShout,no,258,shout,self,want,N
21,M,S3WantShout,no,259,shout,self,want,N
26,F,S3WantShout,yes,260,shout,self,want,Y
19,F,S3WantShout,no,261,shout,self,want,N
34,F,S3WantShout,yes,262,shout,self,want,Y
20,F,S3WantShout,perhaps,263,shout,self,want,Y
21,F,S3WantShout,no,264,shout,self,want,N
26,F,S3WantShout,no,265,shout,self,want,N
23,F,S3WantShout,no,266,shout,self,want,N
14,F,S3WantShout,no,267,shout,self,want,N
23,F,S3WantShout,no,268,shout,self,want,N
17,F,S3WantShout,no,269,shout,self,want,N
18,F,S3WantShout,no,270,shout,self,want,N
19,F,S3WantShout,no,271,shout,self,want,N
25,F,S3WantShout,perhaps,272,shout,self,want,Y
20,M,S3WantShout,no,273,shout,self,want,N
26,F,S3WantShout,no,274,shout,self,want,N
21,F,S3WantShout,no,275,shout,self,want,N
15,F,S3WantShout,no,276,shout,self,want,N
18,F,S3WantShout,no,277,shout,self,want,N
21,F,S3WantShout,perhaps,278,shout,self,want,Y
17,F,S3WantShout,no,279,shout,self,want,N
15,F,S3WantShout,no,280,shout,self,want,N
22,F,S3WantShout,no,281,shout,self,want,N
19,M,S3WantShout,no,282,shout,self,want,N
19,M,S3WantShout,no,283,shout,self,want,N
18,F,S3WantShout,no,284,shout,self,want,N
18,F,S3WantShout,perhaps,285,shout,self,want,Y
16,M,S3WantShout,no,286,shout,self,want,N
22,F,S3WantShout,no,287,shout,self,want,N
19,F,S3WantShout,perhaps,288,shout,self,want,Y
25,F,S3WantShout,perhaps,289,shout,self,want,Y
17,M,S3WantShout,no,290,shout,self,want,N
30,F,S3WantShout,no,291,shout,self,want,N
29,F,S3WantShout,no,292,shout,self,want,N
27,F,S3WantShout,perhaps,293,shout,self,want,Y
18,F,S3WantShout,no,294,shout,self,want,N
27,F,S3WantShout,no,295,shout,self,want,N
31,F,S3WantShout,no,296,shout,self,want,N
19,F,S3WantShout,no,297,shout,self,want,N
18,M,S3WantShout,no,298,shout,self,want,N
17,F,S3WantShout,no,299,shout,self,want,N
15,F,S3WantShout,no,300,shout,self,want,N
20,F,S3WantShout,no,301,shout,self,want,N
24,F,S3WantShout,no,302,shout,self,want,N
12,M,S3WantShout,no,303,shout,self,want,N
16,M,S3WantShout,no,304,shout,self,want,N
20,F,S3WantShout,perhaps,305,shout,self,want,Y
33,M,S3WantShout,no,306,shout,self,want,N
17,F,S3WantShout,no,307,shout,self,want,N
13,F,S3WantShout,perhaps,308,shout,self,want,Y
14,F,S3WantShout,no,309,shout,self,want,N
23,F,S3WantShout,perhaps,310,shout,self,want,Y
24,M,S3WantShout,no,311,shout,self,want,N
17,M,S3WantShout,perhaps,312,shout,self,want,Y
20,F,S3WantShout,no,313,shout,self,want,N
25,F,S3WantShout,no,314,shout,self,want,N
23,F,S3WantShout,no,315,shout,self,want,N
12,F,S3WantShout,perhaps,316,shout,self,want,Y
20,M,S4wantCurse,yes,1,curse,self,want,Y
11,M,S4wantCurse,no,2,curse,self,want,N
17,F,S4wantCurse,no,3,curse,self,want,N
21,F,S4wantCurse,no,4,curse,self,want,N
17,F,S4wantCurse,perhaps,5,curse,self,want,Y
21,F,S4wantCurse,no,6,curse,self,want,N
39,F,S4wantCurse,no,7,curse,self,want,N
21,F,S4wantCurse,no,8,curse,self,want,N
24,F,S4wantCurse,perhaps,9,curse,self,want,Y
16,F,S4wantCurse,perhaps,10,curse,self,want,Y
15,F,S4wantCurse,no,11,curse,self,want,N
18,F,S4wantCurse,no,12,curse,self,want,N
36,M,S4wantCurse,perhaps,13,curse,self,want,Y
22,M,S4wantCurse,perhaps,14,curse,self,want,Y
16,F,S4wantCurse,perhaps,15,curse,self,want,Y
18,F,S4wantCurse,perhaps,16,curse,self,want,Y
23,F,S4wantCurse,perhaps,17,curse,self,want,Y
16,F,S4wantCurse,no,18,curse,self,want,N
21,F,S4wantCurse,no,19,curse,self,want,N
25,F,S4wantCurse,perhaps,20,curse,self,want,Y
22,F,S4wantCurse,perhaps,21,curse,self,want,Y
15,F,S4wantCurse,perhaps,22,curse,self,want,Y
26,F,S4wantCurse,perhaps,23,curse,self,want,Y
13,F,S4wantCurse,perhaps,24,curse,self,want,Y
33,F,S4wantCurse,yes,25,curse,self,want,Y
17,F,S4wantCurse,perhaps,26,curse,self,want,Y
17,F,S4wantCurse,no,27,curse,self,want,N
22,F,S4wantCurse,no,28,curse,self,want,N
21,M,S4wantCurse,perhaps,29,curse,self,want,Y
17,F,S4wantCurse,perhaps,30,curse,self,want,Y
19,F,S4wantCurse,yes,31,curse,self,want,Y
18,M,S4wantCurse,yes,32,curse,self,want,Y
33,M,S4wantCurse,no,33,curse,self,want,N
19,F,S4wantCurse,no,34,curse,self,want,N
25,F,S4wantCurse,no,35,curse,self,want,N
17,F,S4wantCurse,perhaps,36,curse,self,want,Y
12,F,S4wantCurse,no,37,curse,self,want,N
14,F,S4wantCurse,no,38,curse,self,want,N
25,M,S4wantCurse,no,39,curse,self,want,N
22,M,S4wantCurse,no,40,curse,self,want,N
20,F,S4wantCurse,perhaps,41,curse,self,want,Y
25,F,S4wantCurse,no,42,curse,self,want,N
12,F,S4wantCurse,no,43,curse,self,want,N
16,F,S4wantCurse,perhaps,44,curse,self,want,Y
23,F,S4wantCurse,no,45,curse,self,want,N
19,F,S4wantCurse,yes,46,curse,self,want,Y
22,F,S4wantCurse,perhaps,47,curse,self,want,Y
15,F,S4wantCurse,perhaps,48,curse,self,want,Y
25,F,S4wantCurse,perhaps,49,curse,self,want,Y
35,F,S4wantCurse,no,50,curse,self,want,N
24,F,S4wantCurse,no,51,curse,self,want,N
24,F,S4wantCurse,perhaps,52,curse,self,want,Y
13,F,S4wantCurse,perhaps,53,curse,self,want,Y
26,F,S4wantCurse,no,54,curse,self,want,N
25,F,S4wantCurse,no,55,curse,self,want,N
20,F,S4wantCurse,perhaps,56,curse,self,want,Y
27,F,S4wantCurse,perhaps,57,curse,self,want,Y
19,F,S4wantCurse,perhaps,58,curse,self,want,Y
15,M,S4wantCurse,no,59,curse,self,want,N
18,F,S4wantCurse,no,60,curse,self,want,N
26,F,S4wantCurse,yes,61,curse,self,want,Y
26,F,S4wantCurse,perhaps,62,curse,self,want,Y
23,F,S4wantCurse,no,63,curse,self,want,N
20,F,S4wantCurse,perhaps,64,curse,self,want,Y
18,F,S4wantCurse,perhaps,65,curse,self,want,Y
30,F,S4wantCurse,no,66,curse,self,want,N
24,F,S4wantCurse,no,67,curse,self,want,N
22,F,S4wantCurse,yes,68,curse,self,want,Y
19,F,S4wantCurse,perhaps,69,curse,self,want,Y
13,F,S4wantCurse,no,70,curse,self,want,N
17,F,S4wantCurse,no,71,curse,self,want,N
29,F,S4wantCurse,yes,72,curse,self,want,Y
12,F,S4wantCurse,no,73,curse,self,want,N
19,F,S4wantCurse,no,74,curse,self,want,N
23,F,S4wantCurse,no,75,curse,self,want,N
11,F,S4wantCurse,no,76,curse,self,want,N
18,F,S4wantCurse,perhaps,77,curse,self,want,Y
22,F,S4wantCurse,no,78,curse,self,want,N
22,M,S4wantCurse,yes,79,curse,self,want,Y
19,M,S4wantCurse,perhaps,80,curse,self,want,Y
19,M,S4wantCurse,yes,81,curse,self,want,Y
21,F,S4wantCurse,yes,82,curse,self,want,Y
25,F,S4wantCurse,yes,83,curse,self,want,Y
19,F,S4wantCurse,perhaps,84,curse,self,want,Y
26,F,S4wantCurse,perhaps,85,curse,self,want,Y
18,F,S4wantCurse,perhaps,86,curse,self,want,Y
20,F,S4wantCurse,perhaps,87,curse,self,want,Y
17,F,S4wantCurse,yes,88,curse,self,want,Y
17,M,S4wantCurse,yes,89,curse,self,want,Y
16,F,S4wantCurse,perhaps,90,curse,self,want,Y
22,F,S4wantCurse,perhaps,91,curse,self,want,Y
16,F,S4wantCurse,no,92,curse,self,want,N
19,M,S4wantCurse,yes,93,curse,self,want,Y
20,M,S4wantCurse,perhaps,94,curse,self,want,Y
22,F,S4wantCurse,perhaps,95,curse,self,want,Y
18,F,S4wantCurse,yes,96,curse,self,want,Y
26,F,S4wantCurse,no,97,curse,self,want,N
23,F,S4wantCurse,yes,98,curse,self,want,Y
15,F,S4wantCurse,perhaps,99,curse,self,want,Y
18,F,S4wantCurse,perhaps,100,curse,self,want,Y
27,F,S4wantCurse,yes,101,curse,self,want,Y
21,F,S4wantCurse,yes,102,curse,self,want,Y
21,F,S4wantCurse,yes,103,curse,self,want,Y
15,F,S4wantCurse,no,104,curse,self,want,N
17,F,S4wantCurse,yes,105,curse,self,want,Y
15,F,S4wantCurse,yes,106,curse,self,want,Y
23,F,S4wantCurse,perhaps,107,curse,self,want,Y
23,F,S4wantCurse,perhaps,108,curse,self,want,Y
19,F,S4wantCurse,perhaps,109,curse,self,want,Y
21,F,S4wantCurse,no,110,curse,self,want,N
18,F,S4wantCurse,perhaps,111,curse,self,want,Y
18,F,S4wantCurse,perhaps,112,curse,self,want,Y
16,F,S4wantCurse,perhaps,113,curse,self,want,Y
20,F,S4wantCurse,yes,114,curse,self,want,Y
24,F,S4wantCurse,yes,115,curse,self,want,Y
26,F,S4wantCurse,perhaps,116,curse,self,want,Y
20,F,S4wantCurse,perhaps,117,curse,self,want,Y
22,F,S4wantCurse,perhaps,118,curse,self,want,Y
16,M,S4wantCurse,no,119,curse,self,want,N
18,M,S4wantCurse,yes,120,curse,self,want,Y
19,F,S4wantCurse,perhaps,121,curse,self,want,Y
25,F,S4wantCurse,yes,122,curse,self,want,Y
22,F,S4wantCurse,yes,123,curse,self,want,Y
23,M,S4wantCurse,yes,124,curse,self,want,Y
21,F,S4wantCurse,perhaps,125,curse,self,want,Y
13,F,S4wantCurse,yes,126,curse,self,want,Y
16,F,S4wantCurse,no,127,curse,self,want,N
21,F,S4wantCurse,yes,128,curse,self,want,Y
15,F,S4wantCurse,no,129,curse,self,want,N
23,F,S4wantCurse,perhaps,130,curse,self,want,Y
17,F,S4wantCurse,yes,131,curse,self,want,Y
14,F,S4wantCurse,yes,132,curse,self,want,Y
29,F,S4wantCurse,perhaps,133,curse,self,want,Y
24,F,S4wantCurse,no,134,curse,self,want,N
15,F,S4wantCurse,yes,135,curse,self,want,Y
25,F,S4wantCurse,yes,136,curse,self,want,Y
17,F,S4wantCurse,no,137,curse,self,want,N
17,M,S4wantCurse,yes,138,curse,self,want,Y
28,M,S4wantCurse,yes,139,curse,self,want,Y
15,F,S4wantCurse,no,140,curse,self,want,N
19,F,S4wantCurse,perhaps,141,curse,self,want,Y
26,F,S4wantCurse,yes,142,curse,self,want,Y
18,F,S4wantCurse,yes,143,curse,self,want,Y
11,F,S4wantCurse,yes,144,curse,self,want,Y
25,F,S4wantCurse,yes,145,curse,self,want,Y
28,F,S4wantCurse,yes,146,curse,self,want,Y
25,F,S4wantCurse,yes,147,curse,self,want,Y
14,F,S4wantCurse,perhaps,148,curse,self,want,Y
17,F,S4wantCurse,yes,149,curse,self,want,Y
18,F,S4wantCurse,yes,150,curse,self,want,Y
22,M,S4wantCurse,yes,151,curse,self,want,Y
17,F,S4wantCurse,perhaps,152,curse,self,want,Y
15,M,S4wantCurse,perhaps,153,curse,self,want,Y
16,M,S4wantCurse,yes,154,curse,self,want,Y
22,M,S4wantCurse,perhaps,155,curse,self,want,Y
21,F,S4wantCurse,perhaps,156,curse,self,want,Y
19,F,S4wantCurse,perhaps,157,curse,self,want,Y
21,F,S4wantCurse,yes,158,curse,self,want,Y
16,F,S4wantCurse,no,159,curse,self,want,N
17,F,S4wantCurse,perhaps,160,curse,self,want,Y
15,M,S4wantCurse,perhaps,161,curse,self,want,Y
27,M,S4wantCurse,no,162,curse,self,want,N
21,M,S4wantCurse,yes,163,curse,self,want,Y
19,F,S4wantCurse,yes,164,curse,self,want,Y
17,F,S4wantCurse,yes,165,curse,self,want,Y
21,F,S4wantCurse,perhaps,166,curse,self,want,Y
24,M,S4wantCurse,perhaps,167,curse,self,want,Y
20,F,S4wantCurse,yes,168,curse,self,want,Y
16,M,S4wantCurse,no,169,curse,self,want,N
14,F,S4wantCurse,perhaps,170,curse,self,want,Y
14,F,S4wantCurse,perhaps,171,curse,self,want,Y
20,M,S4wantCurse,perhaps,172,curse,self,want,Y
23,F,S4wantCurse,perhaps,173,curse,self,want,Y
23,M,S4wantCurse,perhaps,174,curse,self,want,Y
23,F,S4wantCurse,no,175,curse,self,want,N
23,F,S4wantCurse,yes,176,curse,self,want,Y
18,M,S4wantCurse,perhaps,177,curse,self,want,Y
22,F,S4wantCurse,yes,178,curse,self,want,Y
20,F,S4wantCurse,perhaps,179,curse,self,want,Y
23,F,S4wantCurse,yes,180,curse,self,want,Y
16,M,S4wantCurse,no,181,curse,self,want,N
18,F,S4wantCurse,yes,182,curse,self,want,Y
12,F,S4wantCurse,perhaps,183,curse,self,want,Y
17,F,S4wantCurse,perhaps,184,curse,self,want,Y
21,F,S4wantCurse,no,185,curse,self,want,N
21,F,S4wantCurse,no,186,curse,self,want,N
16,F,S4wantCurse,perhaps,187,curse,self,want,Y
